gene,log2FC,mean_responder,mean_nonresponder,statistic,p_value,fdr
ARHGEF17,-0.3228,10.5761,10.8989,5778.0,0.0010743793109951746,0.024174443153397503
HIPK2,-0.2235,11.4664,11.69,5778.0,0.0010743793109951746,0.024174443153397503
FANCA,0.3713,11.7887,11.4173,9861.0,0.0010804798953324888,0.024174443153397503
ZHX3,-0.2523,9.0464,9.2987,5779.0,0.0010804798953324888,0.024174443153397503
TFDP1,0.2532,10.7994,10.5463,9861.0,0.0010804798953324888,0.024174443153397503
FCGRT,-0.3148,9.2752,9.59,5780.0,0.001086612506853919,0.024234227342350298
ANP32E,0.3735,11.6936,11.3201,9858.0,0.001098974421357174,0.024415595672707315
NCAPG2,0.3408,11.261,10.9203,9857.0,0.0011052040308793688,0.024415595672707315
LRRC32,-0.4991,8.4788,8.9778,5783.0,0.0011052040308793688,0.024415595672707315
TLCD1,0.401,8.5608,8.1597,9856.0,0.0011114662806706865,0.02447672441363779
DDX12P,0.3919,8.7646,8.3727,9853.0,0.0011304504235346922,0.02481675334173495
NR2F1,-0.5032,7.9887,8.4919,5791.0,0.001156229046703708,0.025288182020266753
LMNB1,0.3783,11.5887,11.2104,9848.0,0.0011627580480545329,0.025288182020266753
ARHGAP26,-0.2818,10.6258,10.9076,5792.0,0.0011627580480545329,0.025288182020266753
KLF7,-0.378,8.975,9.3531,5793.0,0.0011693211067742184,0.025352184862971677
ALDOB,-1.2042,1.3051,2.5093,5856.0,0.0011742429809785964,0.025380319740102193
TUFT1,0.4463,11.3644,10.918,9844.0,0.001189216237707165,0.025546261695286124
SULF2,-0.7367,10.2881,11.0248,5796.0,0.001189216237707165,0.025546261695286124
IGFBP7,-0.486,12.6954,13.1814,5797.0,0.0011959171397813782,0.02559932621628882
NHS,-0.4572,11.675,12.1322,5798.0,0.0012026529094900788,0.02559932621628882
WWTR1,-0.4115,9.1105,9.522,5798.0,0.0012026529094900788,0.02559932621628882
CEP68,-0.2344,9.1629,9.3973,5799.0,0.0012094237108897943,0.025665437113215846
TCHP,0.2434,10.1948,9.9515,9839.0,0.001223071068355469,0.02574441956898211
PDE4D,-0.4056,10.0464,10.4521,5801.0,0.001223071068355469,0.02574441956898211
HIP1,-0.2762,10.6628,10.939,5802.0,0.0012299479559082728,0.02574441956898211
SMC2,0.3391,11.0917,10.7526,9838.0,0.0012299479559082728,0.02574441956898211
CACHD1,-0.5477,9.3396,9.8873,5803.0,0.0012368605381302383,0.02574441956898211
CPNE8,-0.5144,8.5069,9.0212,5804.0,0.0012438089824651014,0.02574441956898211
CKAP2L,0.4451,9.4987,9.0535,9835.0,0.0012507934570407417,0.02574441956898211
UBE2C,0.5009,10.0268,9.5259,9834.0,0.001257814130671459,0.02574441956898211
ITGAE,0.4018,8.5676,8.1658,9834.0,0.001257814130671459,0.02574441956898211
SLC22A3,-0.9507,6.7385,7.6893,5806.0,0.001257814130671459,0.02574441956898211
FANCG,0.2457,10.43,10.1843,9833.0,0.001264871172860219,0.02574441956898211
CDC20,0.5371,9.5967,9.0596,9833.0,0.001264871172860219,0.02574441956898211
HADH,0.2641,11.9024,11.6382,9833.0,0.001264871172860219,0.02574441956898211
TPST1,-0.3908,9.7416,10.1324,5808.0,0.0012719647538009151,0.02574441956898211
LIMS1,-0.2172,10.5781,10.7953,5808.0,0.0012719647538009151,0.02574441956898211
ALG10,0.1887,10.0921,9.9034,9832.0,0.0012719647538009151,0.02574441956898211
ATAD2,0.357,12.3832,12.0262,9830.0,0.0012862622161819116,0.02595877319862227
NFATC4,-0.3971,8.6107,9.0078,5812.0,0.0013007078932702923,0.026174877518884646
MALL,-0.6592,6.9238,7.5831,5813.0,0.0013079867452202752,0.02624593460394724
HIST1H2BN,0.3984,10.7036,10.3053,9825.0,0.0013226573478699916,0.026311684448071523
ATXN7L3B,0.2046,9.6559,9.4513,9824.0,0.0013300494494669884,0.026311684448071523
ADAMTS10,-0.556,8.175,8.731,5816.0,0.0013300494494669884,0.026311684448071523
CENPO,0.3287,9.4751,9.1464,9824.0,0.0013300494494669884,0.026311684448071523
CNOT10,0.2027,10.4684,10.2657,9824.0,0.0013300494494669884,0.026311684448071523
ZGRF1,0.2679,10.1596,9.8917,9820.0,0.0013600006513611487,0.026828407215442603
KRT18,0.562,14.334,13.7721,9819.0,0.001367585042234699,0.026902241715644933
KIF20A,0.4337,10.2554,9.8217,9816.0,0.0013905729106534026,0.027201345749626408
HENMT1,0.1922,8.9017,8.7094,9816.0,0.0013905729106534026,0.027201345749626408
CES1,-0.8617,7.4742,8.3359,5825.0,0.0013983143705940879,0.027201345749626408
MPHOSPH9,0.2245,11.0101,10.7855,9814.0,0.0014060955535291674,0.027201345749626408
LYVE1,-0.7186,6.8796,7.5982,5826.0,0.0014060955535291674,0.027201345749626408
PEPD,0.2826,11.6825,11.3999,9814.0,0.0014060955535291674,0.027201345749626408
HIST1H1C,0.2615,12.2587,11.9971,9813.0,0.001413916643215642,0.027277295461264853
EVC,-0.5322,10.5599,11.0921,5828.0,0.0014217778241476001,0.027353599182707813
HIST1H2BJ,0.3935,11.5563,11.1628,9811.0,0.001429679281558565,0.027430257558231863
MAF,-0.4665,10.6146,11.0811,5830.0,0.0014376212014238715,0.027507271239266044
SYNPO,-0.4338,11.9788,12.4126,5831.0,0.001445603770463004,0.02758464088433901
TACC3,0.3571,10.3037,9.9466,9808.0,0.0014536271761419958,0.027662367159028253
HMGN1,0.2724,12.1189,11.8465,9807.0,0.0014616916066757806,0.02774045073590919
DHRS1,-0.2925,8.8245,9.117,5834.0,0.0014697972510305849,0.027818892294505907
TRMT1L,0.2083,10.9301,10.7218,9804.0,0.0014861329408388327,0.02805226141427047
TROAP,0.4688,9.4124,8.9436,9803.0,0.0014943633680026098,0.028131792113231927
KRT8,0.592,14.3434,13.7514,9802.0,0.00150263577241284,0.028211684488490936
KIAA0101,0.3753,8.8703,8.495,9801.0,0.0015109503468279909,0.028291939248225723
EPHB6,-0.8345,10.2925,11.127,5840.0,0.0015193072847721693,0.028302990963239044
RAD18,0.2767,9.404,9.1273,9799.0,0.0015277067805375352,0.028302990963239044
IRS2,-0.3841,9.053,9.4371,5841.0,0.0015277067805375352,0.028302990963239044
RAPGEF4,-0.3067,8.552,8.8587,5841.0,0.0015277067805375352,0.028302990963239044
SGIP1,-0.5185,8.1661,8.6845,5842.0,0.0015361490291867183,0.028384305148798385
ANKH,-0.4289,10.8654,11.2943,5844.0,0.001553162569253839,0.028490045117288657
CCDC8,-0.6891,8.118,8.8071,5844.0,0.001553162569253839,0.028490045117288657
HIST1H2BD,0.3324,13.0562,12.7238,9795.0,0.0015617342546711305,0.028490045117288657
MAP3K4,-0.1871,11.4341,11.6212,5846.0,0.0015703494809757848,0.028490045117288657
EXOSC2,0.2435,9.9442,9.7007,9794.0,0.0015703494809757848,0.028490045117288657
TLR2,-0.4699,9.229,9.6989,5846.0,0.0015703494809757848,0.028490045117288657
KIF13B,-0.2383,11.864,12.1023,5846.0,0.0015703494809757848,0.028490045117288657
RBBP4,0.1839,12.5654,12.3815,9793.0,0.0015790084471190983,0.02857311668003888
HIST1H2BH,0.4736,11.3109,10.8374,9791.0,0.0015964583986544526,0.028814428262312196
CTDSP1,-0.2389,9.1378,9.3767,5850.0,0.001605249785884018,0.028898622752045702
IFT74,0.2267,9.6603,9.4336,9789.0,0.0016140857166321817,0.02890905952321015
UGT1A10,-1.6522,8.8892,10.5414,5851.0,0.0016140857166321817,0.02890905952321015
CENPE,0.3367,11.8479,11.5112,9785.0,0.0016498789448035089,0.02947475063892595
MST1R,-0.8549,8.5836,9.4386,5856.0,0.0016589406526413728,0.02951116273529341
IRAK3,-0.4718,8.8229,9.2946,5857.0,0.0016680481334121215,0.02951116273529341
DYNC2H1,-0.2983,12.0934,12.3917,5857.0,0.0016680481334121215,0.02951116273529341
HMCES,0.1865,10.5462,10.3597,9782.0,0.0016772015948374663,0.02951116273529341
MTAP,0.5913,9.4797,8.8884,9782.0,0.0016772015948374663,0.02951116273529341
ADRB2,-0.5256,8.5094,9.035,5858.0,0.0016772015948374663,0.02951116273529341
EOGT,-0.2795,10.1038,10.3833,5861.0,0.0017049399524554035,0.02977479921956407
GGT5,-0.57,8.0435,8.6136,5861.0,0.0017049399524554035,0.02977479921956407
TNFRSF10B,-0.3428,12.9269,13.2697,5861.0,0.0017049399524554035,0.02977479921956407
CNKSR3,-0.3146,8.3702,8.6848,5863.0,0.0017236659390329643,0.02995243814155794
CSRP1,-0.2934,10.5728,10.8662,5863.0,0.0017236659390329643,0.02995243814155794
KIF20B,0.2851,11.0146,10.7295,9775.0,0.001742580902946448,0.030206173424094
ANLN,0.4755,11.8538,11.3782,9774.0,0.0017521097855714971,0.03029635760088196
GLB1L2,0.6852,8.1271,7.4418,9772.0,0.0017713114277656194,0.030552940710942444
NR1D2,0.2609,11.2373,10.9764,9771.0,0.0017809846200832634,0.030644312762759442
PSMB2,0.2012,11.5138,11.3126,9769.0,0.001800476835325535,0.03084551085450705
TOP3A,0.2057,9.8439,9.6381,9768.0,0.0018102962960448946,0.03084551085450705
EXTL3,-0.2362,11.1434,11.3797,5872.0,0.0018102962960448946,0.03084551085450705
ITGB3,-0.5773,9.4038,9.9811,5872.0,0.0018102962960448946,0.03084551085450705
LRRC8A,-0.3095,10.6595,10.969,5873.0,0.001820164952103482,0.030938386309661857
GBA,0.2381,12.7911,12.553,9766.0,0.0018300830245183786,0.030975661774806144
ALDH1L1,-1.0533,7.3644,8.4178,5875.0,0.0018400507351591256,0.030975661774806144
C12orf29,0.2221,9.3588,9.1367,9765.0,0.0018400507351591256,0.030975661774806144
EHD2,-0.4822,9.138,9.6202,5875.0,0.0018400507351591256,0.030975661774806144
RAB34,-0.5311,9.2733,9.8044,5876.0,0.0018500683067503025,0.031069612355329422
SESN1,-0.3022,9.5392,9.8414,5877.0,0.0018601359628740767,0.031089575532236655
PTHLH,-0.9349,6.1631,7.098,5877.0,0.0018601359628740767,0.031089575532236655
CD59,-0.3088,12.9862,13.295,5879.0,0.0018804224273513913,0.03135380537795665
GPCPD1,-0.2351,10.6469,10.882,5882.0,0.0019112333972120632,0.031791846747449115
GPR133,-0.8287,7.1962,8.0249,5884.0,0.0019320308848344095,0.03206164048932552
HIST1H3F,0.4724,10.5712,10.0988,9755.0,0.0019425073699350687,0.03208344130107379
NISCH,-0.2027,11.8999,12.1027,5885.0,0.0019425073699350687,0.03208344130107379
GANC,-0.2467,10.719,10.9657,5886.0,0.0019530359908234802,0.03218143774996902
IQGAP3,0.4904,11.2896,10.7992,9752.0,0.001974250570048233,0.03245464023954877
FECH,0.1999,10.6457,10.4458,9750.0,0.0019956764915536494,0.03273002920456723
FRMD6,-0.5055,10.7285,11.234,5891.0,0.0020064692936349465,0.03275362345763527
PRKG1,-0.4837,8.8573,9.341,5891.0,0.0020064692936349465,0.03275362345763527
ANTXR2,-0.4188,8.7561,9.1749,5894.0,0.002039169908967428,0.03313296258120394
RFWD3,0.2496,11.1071,10.8575,9746.0,0.002039169908967428,0.03313296258120394
TCN1,-1.5042,6.7117,8.2158,5894.5,0.0020446432901304375,0.033144992964776514
PORCN,-0.2996,8.9298,9.2294,5895.0,0.002050178312298826,0.0331579647136921
HMMR,0.4064,9.3298,8.9234,9744.0,0.002061241214598148,0.03326007425306643
NCAPD3,0.2368,11.3737,11.1369,9743.0,0.0020723588571427906,0.03336259557832405
NOMO2,0.2597,10.0341,9.7744,9742.0,0.002083531482122367,0.033465529746107656
HIST1H2BI,0.3745,11.0241,10.6496,9740.0,0.0021060426527218287,0.03374969495883517
LCAT,-0.3098,8.6609,8.9707,5903.0,0.002140227884370487,0.03421921432476375
DAPK1,0.362,12.815,12.453,9734.0,0.002174921215504041,0.03461584834585182
RABGAP1L,0.2176,12.8529,12.6353,9734.0,0.002174921215504041,0.03461584834585182
YAP1,-0.3005,12.0868,12.3872,5907.0,0.0021865997327603333,0.03472280709415105
CLSPN,0.4401,10.8875,10.4475,9732.0,0.002198335705103795,0.03478097996110506
HLTF,0.2916,11.6579,11.3662,9731.0,0.00221012938493385,0.03478097996110506
ADCY9,-0.3153,9.7171,10.0324,5909.0,0.00221012938493385,0.03478097996110506
LSM3,0.3004,10.6312,10.3308,9731.0,0.00221012938493385,0.03478097996110506
SEC11C,0.328,10.3488,10.0208,9730.0,0.0022219810255941106,0.03481103606764107
SESN3,-0.5027,10.1181,10.6208,5910.0,0.0022219810255941106,0.03481103606764107
MMP13,-1.265,7.4541,8.7191,5911.0,0.0022338805490373153,0.03484173238812836
TFAP2C,0.4661,8.7619,8.2959,9729.0,0.002233890881375073,0.03484173238812836
SF3B4,0.2204,9.9509,9.7305,9726.0,0.0022699722966067096,0.035302906357271104
B4GALT3,0.2854,10.5046,10.2192,9725.0,0.002282117574807131,0.035302906357271104
DDIT4,-0.5416,8.9891,9.5307,5915.0,0.002282117574807131,0.035302906357271104
BRCA2,0.3379,11.9209,11.583,9724.0,0.002294322353878129,0.035302906357271104
RRM2,0.4834,10.7933,10.3099,9724.0,0.002294322353878129,0.035302906357271104
DLGAP5,0.4195,10.4957,10.0762,9723.0,0.002306586893848067,0.035302906357271104
ITGA6,-0.4333,13.6875,14.1208,5917.0,0.002306586893848067,0.035302906357271104
HIST1H4B,0.311,10.0752,9.7643,9723.0,0.002306586893848067,0.035302906357271104
PAX6,1.3113,6.1402,4.8289,9721.5,0.0023131183126071397,0.035302906357271104
CCT8,0.2201,12.797,12.5768,9722.0,0.002318911455711082,0.035302906357271104
MICA,-0.3698,8.957,9.3268,5918.0,0.002318911455711082,0.035302906357271104
TM4SF1,-0.6563,9.9517,10.608,5919.0,0.002331296301429812,0.035414464205884975
ORC6,0.3853,9.7817,9.3964,9720.0,0.002343741693938083,0.035449725880450096
CEP89,0.271,10.267,9.9959,9720.0,0.002343741693938083,0.035449725880450096
AMT,-0.35,9.3841,9.7341,5921.0,0.0023562478971436815,0.03556207763727846
LRP1,-0.3699,14.682,15.052,5925.0,0.0024068861293347087,0.03620761058459192
RAD1,0.2364,9.906,9.6696,9714.0,0.00241970037892175,0.03620761058459192
PDLIM5,-0.3109,11.8208,12.1317,5926.0,0.00241970037892175,0.03620761058459192
TNFRSF1A,-0.248,11.9102,12.1582,5926.0,0.00241970037892175,0.03620761058459192
CBX2,0.5972,8.5431,7.9459,9712.0,0.002445516393145039,0.0363227984362125
NFIX,-0.449,10.267,10.716,5928.0,0.002445516393145039,0.0363227984362125
PKD1,-0.2746,12.2315,12.506,5929.0,0.002458518700380512,0.0363227984362125
NTAN1,0.331,10.9532,10.6222,9711.0,0.002458518700380512,0.0363227984362125
NSDHL,0.2109,10.3488,10.138,9711.0,0.002458518700380512,0.0363227984362125
SEPHS1,0.2483,9.97,9.7218,9711.0,0.002458518700380512,0.0363227984362125
GMPS,0.2106,11.811,11.6004,9710.0,0.0024715842377604456,0.03643895666744506
PDCD6,0.2288,11.6647,11.436,9709.0,0.002484713279082215,0.036555561120615025
NT5E,-0.6269,9.9821,10.6091,5933.0,0.0025111629737638416,0.03686724173012198
TRAFD1,0.2177,11.3793,11.1616,9706.0,0.002524484179749809,0.036908064114379774
GAS2L3,0.3283,9.8955,9.5673,9706.0,0.002524484179749809,0.036908064114379774
ARHGAP11A,0.3651,10.5576,10.1926,9704.0,0.0025513206981657333,0.03722270593594714
MED8,0.1833,9.8025,9.6191,9703.0,0.0025648365693041937,0.0373421008208675
MRPL9,0.2497,10.1948,9.9451,9702.0,0.002578417889234546,0.03746195119981229
LIG1,0.2642,11.7857,11.5215,9700.0,0.002605778004126296,0.037781083567073395
PCDHB12,-0.5016,8.0114,8.513,5942.0,0.002633403310430439,0.03810273426228175
C11orf24,-0.2181,9.9418,10.1599,5943.0,0.002647316123495471,0.0381464090799152
SH3RF2,-0.8119,7.0153,7.8273,5943.0,0.002647316123495471,0.0381464090799152
MSN,-0.4112,12.3834,12.7946,5944.0,0.002661296092244942,0.038235572579613755
GLI3,-0.6268,11.5869,12.2138,5945.0,0.0026753435047851977,0.038235572579613755
AP3M2,-0.2847,9.3265,9.6113,5945.0,0.0026753435047851977,0.038235572579613755
SYNE1,-0.4307,13.7949,14.2256,5945.0,0.0026753435047851977,0.038235572579613755
HN1,0.3096,11.4982,11.1886,9694.0,0.0026894586502655134,0.03824970435883457
HIST1H3G,0.4825,9.8576,9.375,9694.0,0.0026894586502655134,0.03824970435883457
MITF,-0.4526,8.3816,8.8342,5947.0,0.0027036418188809246,0.03824970435883457
PSMA4,0.2041,11.4384,11.2343,9693.0,0.0027036418188809246,0.03824970435883457
ASPM,0.4472,13.6141,13.1669,9693.0,0.0027036418188809246,0.03824970435883457
PCNX,-0.2168,13.2241,13.4409,5949.0,0.0027322133915427082,0.038575988671317715
CTPS1,0.3279,11.9079,11.58,9690.0,0.0027466023812330984,0.03870111966956819
PFDN2,0.2854,9.6505,9.3651,9689.0,0.0027610605653522508,0.038826721162975524
TENM2,-1.0891,5.7426,6.8317,5954.0,0.002804853244256396,0.03936350154213936
GLI2,-0.5935,7.586,8.1795,5955.0,0.0028195911713889896,0.03941236920805807
ALDH5A1,0.4481,10.8939,10.4458,9685.0,0.0028195911713889896,0.03941236920805807
RAD51C,0.2779,10.2455,9.9676,9684.0,0.0028343997809336754,0.03954044156549508
KRTCAP2,0.2052,12.1849,11.9797,9683.0,0.002849279373697452,0.03966899295030469
UNG,0.2431,11.2112,10.9681,9680.0,0.002894347075541202,0.04005753472334987
GPN3,0.213,9.5627,9.3497,9680.0,0.002894347075541202,0.04005753472334987
PSAT1,0.4919,10.395,9.9031,9680.0,0.002894347075541202,0.04005753472334987
STIL,0.3508,11.2443,10.8936,9677.0,0.002940064559096297,0.04053006320344757
MAN2C1,-0.2312,10.7762,11.0074,5963.0,0.002940064559096297,0.04053006320344757
CRYAB,-0.618,9.072,9.69,5964.0,0.0029554495477906698,0.04058237879054522
GNB2L1,-0.2302,13.5207,13.7509,5964.0,0.0029554495477906698,0.04058237879054522
LRCH1,-0.2305,10.4874,10.7179,5967.0,0.0030020463294225764,0.04106119227528575
ORC1,0.3696,10.0806,9.711,9673.0,0.0030020463294225764,0.04106119227528575
LAMB2,-0.2985,12.635,12.9335,5968.0,0.0030177269008248137,0.041115061257735744
SLC24A3,-0.571,7.8993,8.4703,5968.0,0.0030177269008248137,0.041115061257735744
TGFB1I1,-0.4199,8.6304,9.0503,5969.0,0.0030334821499247463,0.04124946698237475
DARS2,0.2117,11.5865,11.3748,9669.0,0.0030652179424339866,0.04151977031115127
ELN,-0.6685,10.5507,11.2192,5971.0,0.0030652179424339866,0.04151977031115127
PPARGC1A,-0.9302,5.8201,6.7503,5972.0,0.0030811957641834046,0.04165562536018607
VBP1,0.2655,9.8355,9.57,9666.0,0.0031133896258267717,0.04192897605704785
PSMD7,0.2322,12.0784,11.8462,9666.0,0.0031133896258267717,0.04192897605704785
BHLHE40,-0.386,12.2735,12.6595,5977.0,0.0031622505775147887,0.04250526064171989
C12orf65,0.2113,9.6752,9.4639,9662.0,0.003178692236291754,0.04256287137810928
PDGFRB,-0.4227,11.2073,11.63,5978.0,0.003178692236291754,0.04256287137810928
NLRP1,-0.4388,10.5794,11.0182,5980.0,0.0032118095153782426,0.04284248006894064
DKC1,0.2433,12.2652,12.0219,9660.0,0.0032118095153782426,0.04284248006894064
NUAK1,-0.4436,8.5855,9.0291,5981.0,0.0032284857894130307,0.04290149142933483
FAM160B2,-0.2367,9.3837,9.6204,5981.0,0.0032284857894130307,0.04290149142933483
ATP5J,0.2131,10.128,9.9149,9658.0,0.003245240924165873,0.04304246627260153
TMED3,0.244,9.8471,9.6031,9657.0,0.0032620752493639823,0.043183956467478204
FLAD1,0.2207,10.4314,10.2107,9656.0,0.003278989095885603,0.04332596346884316
TCF7L1,-0.4833,8.0507,8.534,5985.0,0.003295982795762884,0.04338678105023961
MCC,-0.6042,9.7275,10.3317,5985.0,0.003295982795762884,0.04338678105023961
RUNX1,-0.2727,11.213,11.4857,5986.0,0.003313056682184771,0.04344819465419466
ELK3,-0.2563,10.4619,10.7182,5986.0,0.003313056682184771,0.04344819465419466
SH3PXD2A,-0.3724,10.9452,11.3176,5988.0,0.0033474463532194377,0.04347497040326677
CD200,-0.4889,7.9312,8.4202,5988.0,0.0033474463532194377,0.04347497040326677
EHD3,-0.3702,8.4879,8.8581,5988.0,0.0033474463532194377,0.04347497040326677
SLC2A9,-0.5659,9.1085,9.6744,5988.0,0.0033474463532194377,0.04347497040326677
CYBRD1,-0.4901,10.5281,11.0181,5988.0,0.0033474463532194377,0.04347497040326677
TSPAN9,-0.2948,8.8154,9.1103,5989.0,0.0033647628100200756,0.04347497040326677
ATP6AP1,0.1743,12.398,12.2237,9651.0,0.0033647628100200756,0.04347497040326677
SHCBP1,0.3835,9.2486,8.8651,9651.0,0.0033647628100200756,0.04347497040326677
WDR62,0.467,10.8076,10.3405,9649.0,0.0033996406554160207,0.043683822953905306
HIST1H3D,0.3541,10.6096,10.2556,9649.0,0.0033996406554160207,0.043683822953905306
SLC37A1,0.3707,10.3463,9.9755,9649.0,0.0033996406554160207,0.043683822953905306
HIST1H4H,0.2918,10.1298,9.838,9647.0,0.0034348473425203736,0.04405537717888311
CDKN2A,1.1484,6.8923,5.7438,9646.0,0.0034525601468601863,0.0442016064140071
AIM1,-0.4483,12.2373,12.6856,5996.0,0.003488279940820913,0.04449621935440593
MAPKBP1,-0.2127,10.2812,10.4939,5996.0,0.003488279940820913,0.04449621935440593
GDPD3,0.5888,8.9355,8.3468,9642.0,0.003524320742158165,0.04469892385934705
KSR2,0.7302,7.5246,6.7944,9641.0,0.0035423928264944936,0.04469892385934705
SPINT2,0.4063,13.7514,13.3451,9641.0,0.003542467905460176,0.04469892385934705
ELL2,-0.3516,10.3716,10.7232,5999.0,0.003542467905460176,0.04469892385934705
CDC45,0.381,9.311,8.93,9641.0,0.003542467905460176,0.04469892385934705
ITGA3,-0.5261,12.1955,12.7216,5999.0,0.003542467905460176,0.04469892385934705
ARRDC4,-0.2979,9.1186,9.4165,6001.0,0.003579017505774558,0.044917311098457396
PDE1A,-0.5581,7.5358,8.0939,6001.0,0.003579017505774558,0.044917311098457396
NCKAP5,-0.5077,7.593,8.1007,6001.0,0.003579017505774558,0.044917311098457396
AQP3,-0.8599,10.7403,11.6002,6004.0,0.003634485371913935,0.04544048511734057
CHMP4B,0.2166,13.2642,13.0476,9636.0,0.003634485371913935,0.04544048511734057
CPSF6,0.3157,12.1722,11.8565,9635.0,0.00365314766829398,0.04544048511734057
MFGE8,-0.3658,10.4546,10.8204,6005.0,0.00365314766829398,0.04544048511734057
WDR76,0.3714,10.0294,9.658,9635.0,0.00365314766829398,0.04544048511734057
SNRPG,0.1967,10.3836,10.1869,9634.0,0.0036718970623848945,0.04559272185794577
HDAC7,-0.2099,10.5547,10.7646,6007.0,0.003690733912338041,0.045745503695758055
HIST1H3I,0.4004,9.8566,9.4563,9631.0,0.0037286714185429067,0.04613407410610597
HIST1H2AL,0.4266,10.6815,10.2549,9630.0,0.003747772797212508,0.0462071353853507
CCNB1,0.3633,10.9332,10.5699,9630.0,0.003747772797212508,0.0462071353853507
HTATSF1,0.3056,11.989,11.6834,9628.0,0.003786242620947376,0.04651764399034118
ZNF473,0.1993,9.5989,9.3996,9628.0,0.003786242620947376,0.04651764399034118
TARS2,0.1942,10.5775,10.3834,9626.0,0.003825070967949561,0.04683037060935451
ZNF687,0.2317,10.2128,9.9811,9626.0,0.003825070967949561,0.04683037060935451
JMJD1C,-0.1784,13.1678,13.3462,6015.0,0.0038446205053466703,0.04698756963166271
ITGA2,-0.5227,13.0403,13.563,6016.0,0.0038642607772502047,0.047058126393619774
RPN1,0.2197,13.6328,13.4131,9624.0,0.0038642607772502047,0.047058126393619774
