gene,log2FC,mean_responder,mean_nonresponder,statistic,p_value,fdr
DDX58,0.165,10.9706,10.8056,8578.0,0.2249605896657757,0.46650844223554255
HIST1H2BM,0.2523,9.9816,9.7293,8578.0,0.2249605896657757,0.46650844223554255
BTG2,-0.3014,8.5181,8.8195,7062.0,0.2249605896657757,0.46650844223554255
TXNDC15,-0.0736,9.6183,9.6919,7063.0,0.22557330915040652,0.46708748787117
KIF5A,0.3429,7.4543,7.1114,8577.0,0.22557330915040652,0.46708748787117
ZNF8,0.0987,9.7868,9.6881,8577.0,0.22557330915040652,0.46708748787117
TRIO,-0.0918,13.9206,14.0124,7063.0,0.22557330915040652,0.46708748787117
NDUFB1,0.0848,11.2715,11.1867,8577.0,0.22557330915040652,0.46708748787117
SLC9A4,0.6113,7.8882,7.2768,8576.0,0.226186166621557,0.4678054035128945
LAD1,-0.1378,11.779,11.9168,7064.0,0.22618721923385132,0.4678054035128945
DYNLT1,0.0682,10.1971,10.129,8576.0,0.22618721923385132,0.4678054035128945
USP45,-0.0003,9.3319,9.3322,7064.0,0.22618721923385132,0.4678054035128945
CLDN4,0.1723,8.7169,8.5446,8575.0,0.22680232065119643,0.4685240859941972
ABL2,-0.0958,10.8029,10.8987,7065.0,0.22680232065119643,0.4685240859941972
RHOBTB1,-0.0545,8.9359,8.9904,7065.0,0.22680232065119643,0.4685240859941972
ZDHHC21,0.0907,9.4064,9.3157,8575.0,0.22680232065119643,0.4685240859941972
MAML3,-0.1624,10.2231,10.3855,7066.0,0.22741861413283337,0.4692435341108521
SLC29A3,0.1348,11.9495,11.8147,8574.0,0.22741861413283337,0.4692435341108521
C1QBP,0.0803,10.9119,10.8316,8574.0,0.22741861413283337,0.4692435341108521
SLC17A5,0.1647,11.367,11.2023,8574.0,0.22741861413283337,0.4692435341108521
STX7,-0.0948,10.2693,10.3642,7067.0,0.22803610040444722,0.46982548135697083
CARD8,-0.1221,9.7781,9.9001,7067.0,0.22803610040444722,0.46982548135697083
MGAT2,-0.0755,11.3903,11.4658,7067.0,0.22803610040444722,0.46982548135697083
TRIB1,-0.1831,10.9541,11.1372,7067.0,0.22803610040444722,0.46982548135697083
FZD6,-0.0992,12.2951,12.3943,7067.0,0.22803610040444722,0.46982548135697083
RBM19,-0.082,11.3309,11.4128,7068.0,0.22865478018699825,0.4706847224131537
KIF2A,0.0606,11.9006,11.84,8572.0,0.22865478018699825,0.4706847224131537
ZFHX3,0.1192,13.2219,13.1027,8572.0,0.22865478018699825,0.4706847224131537
SBF1,-0.0683,11.3708,11.4391,7069.0,0.22927465419670967,0.47140646017015786
LYPLA1,0.126,10.5625,10.4365,8571.0,0.22927465419670967,0.47140646017015786
CDK2AP1,-0.0486,10.1789,10.2276,7069.0,0.22927465419670967,0.47140646017015786
WNK3,0.288,8.0232,7.7353,8571.0,0.22927465419670967,0.47140646017015786
DSG1,-0.5546,5.4592,6.0137,7070.0,0.22988700755414804,0.4722674535596374
SMARCC1,0.0776,13.2506,13.1731,8570.0,0.2298957231450527,0.4722674535596374
LNX1,0.1787,8.5033,8.3246,8570.0,0.2298957231450527,0.4722674535596374
CAPN5,0.2018,10.208,10.0062,8569.0,0.23051798773873045,0.4731293869092407
APPL1,0.059,11.8397,11.7808,8569.0,0.23051798773873045,0.4731293869092407
BST2,0.1785,9.5366,9.3581,8569.0,0.23051798773873045,0.4731293869092407
SERPINB3,-0.7559,7.2779,8.0337,7072.0,0.23113272288983722,0.47329928804201693
PLAT,-0.3452,10.506,10.8512,7072.0,0.23114144867966557,0.47329928804201693
DENND5A,-0.1053,11.7225,11.8278,7072.0,0.23114144867966557,0.47329928804201693
STK3,0.1115,10.7216,10.6102,8568.0,0.23114144867966557,0.47329928804201693
S100A11,0.061,13.7733,13.7123,8568.0,0.23114144867966557,0.47329928804201693
ATP13A3,-0.0627,13.406,13.4687,7072.0,0.23114144867966557,0.47329928804201693
PWWP2B,0.0818,8.4219,8.3401,8568.0,0.23114144867966557,0.47329928804201693
OAS1,0.1137,11.6078,11.4942,8568.0,0.23114144867966557,0.47329928804201693
TSPAN15,0.1524,10.8461,10.6936,8567.0,0.23176610666498343,0.47430100671387465
ARRDC1,0.0843,9.0415,8.9572,8567.0,0.23176610666498343,0.47430100671387465
TET2,-0.0928,12.9878,13.0805,7074.0,0.23239196238699966,0.47530400484700897
ABCA10,-0.1796,8.6463,8.8259,7074.0,0.23239196238699966,0.47530400484700897
PSMA7,0.0808,11.1426,11.0618,8565.0,0.233019016533203,0.4761692946548062
PELI1,-0.1241,10.5452,10.6694,7075.0,0.233019016533203,0.4761692946548062
FERMT1,-0.2159,11.7869,12.0028,7075.0,0.233019016533203,0.4761692946548062
NAPA,0.0724,10.5737,10.5013,8564.0,0.23364726978624328,0.47689648216644176
GLIS2,-0.1805,9.5962,9.7767,7076.0,0.23364726978624328,0.47689648216644176
ARL5B,0.0787,9.7713,9.6926,8564.0,0.23364726978624328,0.47689648216644176
ZNF331,0.1522,10.2237,10.0715,8564.0,0.23364726978624328,0.47689648216644176
IFT81,0.1542,9.9377,9.7834,8563.0,0.23427672282391554,0.4779026769402507
NSA2,-0.1077,10.5807,10.6885,7077.0,0.23427672282391554,0.4779026769402507
FLCN,-0.0619,10.8369,10.8987,7078.0,0.2349073763191456,0.4789101474128025
CDK11A,0.0116,10.2379,10.2263,8562.0,0.2349073763191456,0.4789101474128025
ARL1,0.085,11.449,11.364,8561.0,0.23553923093997609,0.4795003588001897
SLAMF7,0.2835,9.0298,8.7463,8561.0,0.23553923093997609,0.4795003588001897
KDM1B,0.1243,10.8864,10.7621,8561.0,0.23553923093997609,0.4795003588001897
TBC1D8B,0.0867,10.0943,10.0077,8561.0,0.23553923093997609,0.4795003588001897
BCCIP,0.0883,11.0047,10.9164,8561.0,0.23553923093997609,0.4795003588001897
MCAM,-0.1658,10.5339,10.6997,7080.0,0.23617228734955154,0.480509740938091
CTSF,-0.1762,8.8522,9.0284,7080.0,0.23617228734955154,0.480509740938091
CHD6,0.1153,13.2361,13.1207,8559.0,0.23680654620610397,0.4811013179812434
MYH14,0.3153,13.8516,13.5363,8559.0,0.23680654620610397,0.4811013179812434
ITGA7,-0.215,9.8066,10.0216,7081.0,0.23680654620610397,0.4811013179812434
PHYH,0.1511,10.932,10.7809,8559.0,0.23680654620610397,0.4811013179812434
TACSTD2,0.0699,11.8833,11.8134,8559.0,0.23680654620610397,0.4811013179812434
PCDHGB4,-0.2166,7.9937,8.2103,7082.0,0.23744200816293914,0.4821126074702995
MINK1,-0.0829,11.8046,11.8875,7082.0,0.23744200816293914,0.4821126074702995
COMP,-0.401,10.2117,10.6127,7083.0,0.23807867386842085,0.4829852123698005
ZNF676,-0.2876,7.068,7.3556,7083.0,0.23807867386842085,0.4829852123698005
EPS8L2,0.0988,10.5983,10.4996,8557.0,0.23807867386842085,0.4829852123698005
PLA2G6,-0.0891,9.6876,9.7767,7084.0,0.23871654396595832,0.48329920711003355
TNFAIP3,-0.2316,11.2748,11.5063,7084.0,0.23871654396595832,0.48329920711003355
FAM189B,0.1055,9.0931,8.9875,8556.0,0.23871654396595832,0.48329920711003355
CDC25B,0.1083,9.9656,9.8573,8556.0,0.23871654396595832,0.48329920711003355
ACSL1,0.0843,11.6129,11.5286,8556.0,0.23871654396595832,0.48329920711003355
HN1L,0.0989,10.7611,10.6622,8556.0,0.23871654396595832,0.48329920711003355
ROBO1,-0.2001,11.3011,11.5012,7084.0,0.23871654396595832,0.48329920711003355
SNX31,0.402,9.6577,9.2557,8555.0,0.23935561909399006,0.48375393954262985
ACACA,0.0638,13.9318,13.868,8555.0,0.23935561909399006,0.48375393954262985
HLA-DQB1,-0.3849,9.0098,9.3948,7085.0,0.23935561909399006,0.48375393954262985
SOX9,-0.363,9.2482,9.6112,7085.0,0.23935561909399006,0.48375393954262985
SMS,0.1489,11.9502,11.8013,8555.0,0.23935561909399006,0.48375393954262985
GAS8,0.0958,9.5232,9.4274,8555.0,0.23935561909399006,0.48375393954262985
PTPN12,-0.0982,12.8193,12.9175,7086.0,0.23999589988597103,0.4843490740350015
WLS,-0.2186,10.8406,11.0592,7086.0,0.23999589988597103,0.4843490740350015
BZW1,-0.0443,10.4892,10.5335,7086.0,0.23999589988597103,0.4843490740350015
SIAE,-0.0956,11.0349,11.1305,7086.0,0.23999589988597103,0.4843490740350015
AXIN2,-0.1662,9.8585,10.0247,7086.0,0.23999589988597103,0.4843490740350015
MAPKAPK3,-0.0946,10.3473,10.4419,7087.0,0.24063738697035697,0.4853639461271342
FGFR3,-0.3622,10.1769,10.5391,7087.0,0.24063738697035697,0.4853639461271342
AKAP6,-0.2128,8.4016,8.6144,7088.0,0.24128008097059161,0.48568105979794574
RGS5,-0.1725,10.079,10.2516,7088.0,0.24128008097059161,0.48568105979794574
SLC14A1,-0.518,10.583,11.101,7088.0,0.24128008097059161,0.48568105979794574
DDX60,0.1468,11.5495,11.4028,8552.0,0.24128008097059161,0.48568105979794574
NBPF9,0.0044,10.6764,10.6719,7088.0,0.24128008097059161,0.48568105979794574
ZC3H12A,-0.2119,9.5984,9.8103,7088.0,0.24128008097059161,0.48568105979794574
ZNF326,0.0784,11.4822,11.4037,8552.0,0.24128008097059161,0.48568105979794574
PMP22,-0.1784,10.5359,10.7143,7089.0,0.2419239825050914,0.4862783150066461
MRPL32,0.095,9.4594,9.3644,8551.0,0.2419239825050914,0.4862783150066461
KAT6B,-0.0608,13.6224,13.6832,7089.0,0.2419239825050914,0.4862783150066461
CLMN,0.1584,10.5876,10.4292,8551.0,0.2419239825050914,0.4862783150066461
BAMBI,0.3089,10.2302,9.9212,8551.0,0.2419239825050914,0.4862783150066461
KRT4,-0.5566,7.5789,8.1355,7090.0,0.24256610176092563,0.4865973510705199
TNNT1,0.4927,6.7862,6.2934,8550.0,0.24256722317442647,0.4865973510705199
ZNF28,0.0818,11.9799,11.8981,8550.0,0.24256909218723188,0.4865973510705199
PHACTR2,-0.066,11.3429,11.4089,7090.0,0.24256909218723188,0.4865973510705199
PDIA4,0.1248,13.0962,12.9714,8550.0,0.24256909218723188,0.4865973510705199
INSIG1,0.1623,9.5467,9.3844,8550.0,0.24256909218723188,0.4865973510705199
HSPA2,-0.1698,9.2752,9.445,7090.0,0.24256909218723188,0.4865973510705199
CYP1A2,0.3556,2.2122,1.8566,8495.0,0.243023348886093,0.4867783711372404
ZNF813,0.0891,10.8313,10.7422,8549.0,0.24321541062533258,0.4867783711372404
MAP4K1,0.1214,8.5428,8.4215,8549.0,0.24321541062533258,0.4867783711372404
B3GALNT1,-0.3002,10.0448,10.345,7091.0,0.24321541062533258,0.4867783711372404
SLC18B1,-0.2065,8.8166,9.0231,7091.0,0.24321541062533258,0.4867783711372404
CTBP2,-0.0434,9.4453,9.4887,7091.0,0.24321541062533258,0.4867783711372404
CYP4V2,-0.0764,10.3855,10.462,7091.0,0.24321541062533258,0.4867783711372404
KIAA1919,0.0989,10.0445,9.9457,8549.0,0.24321541062533258,0.4867783711372404
ZNF518A,0.1125,11.8672,11.7547,8548.0,0.24386293842264406,0.48779553206905923
STT3A,0.0918,13.138,13.0461,8548.0,0.24386293842264406,0.48779553206905923
PRDX5,-0.1027,10.6302,10.733,7093.0,0.24451167617733283,0.48797813287827346
CDH5,-0.1867,9.8053,9.992,7093.0,0.24451167617733283,0.48797813287827346
POLR2J3,0.152,9.9114,9.7594,8547.0,0.24451167617733283,0.48797813287827346
COL28A1,-0.2006,7.5889,7.7895,7093.0,0.24451167617733283,0.48797813287827346
UXS1,0.104,10.1481,10.0442,8547.0,0.24451167617733283,0.48797813287827346
UGT1A3,-0.4206,7.535,7.9556,7093.0,0.24451167617733283,0.48797813287827346
SLC35A1,-0.0937,10.4235,10.5172,7093.0,0.24451167617733283,0.48797813287827346
SNRK,-0.078,10.4109,10.4889,7093.0,0.24451167617733283,0.48797813287827346
BLMH,0.1,10.1386,10.0387,8546.0,0.24516162448246814,0.4887181486623184
ZNF613,-0.1826,8.3087,8.4913,7094.0,0.24516162448246814,0.4887181486623184
ATP10B,0.3141,8.6035,8.2894,8546.0,0.24516162448246814,0.4887181486623184
RMND5B,0.1177,9.2937,9.1759,8546.0,0.24516162448246814,0.4887181486623184
LY6D,-0.5803,5.3813,5.9616,7095.0,0.24563736189615415,0.4894588927591191
RPL27,-0.077,13.1239,13.2009,7095.0,0.24581278392600625,0.4894588927591191
MAEA,0.0834,9.7681,9.6847,8545.0,0.24581278392600625,0.4894588927591191
VPS13A,-0.0692,14.2848,14.354,7095.0,0.24581278392600625,0.4894588927591191
CALML3,-0.5129,4.0231,4.5359,7097.0,0.24606659091382765,0.4898249960686569
SYT14,-0.4813,7.1132,7.5945,7095.5,0.246138282566697,0.48982847195640217
ABCC2,-0.0899,8.2321,8.322,7096.0,0.2464651550907786,0.49020036384570365
ACER3,-0.0807,9.0845,9.1652,7096.0,0.2464651550907786,0.49020036384570365
AADAT,0.1419,9.3573,9.2154,8543.0,0.2471187385544762,0.49094256059489266
HSF2,0.1392,9.6197,9.4805,8543.0,0.2471187385544762,0.49094256059489266
SOD2,-0.1625,11.8486,12.0111,7097.0,0.2471187385544762,0.49094256059489266
ZNF350,-0.1905,9.2357,9.4262,7097.0,0.2471187385544762,0.49094256059489266
NR2F2,-0.1537,11.7438,11.8974,7098.0,0.2477735348896356,0.4919642939699796
APCDD1,-0.1462,10.0926,10.2388,7098.0,0.2477735348896356,0.4919642939699796
ECHDC2,-0.1478,9.568,9.7158,7099.0,0.24842954466362643,0.49284762075903
ADAMTS4,-0.2373,7.4841,7.7214,7099.0,0.24842954466362643,0.49284762075903
DUSP16,0.0871,10.6088,10.5216,8541.0,0.24842954466362643,0.49284762075903
PDCL3,0.067,9.4056,9.3386,8540.0,0.2490867684386351,0.4934525146748972
ABCA1,-0.1262,13.8224,13.9487,7100.0,0.2490867684386351,0.4934525146748972
IGF2BP2,-0.3517,8.1735,8.5252,7100.0,0.2490867684386351,0.4934525146748972
YEATS2,0.0803,12.7596,12.6792,8540.0,0.2490867684386351,0.4934525146748972
ZNF280C,0.0912,9.8077,9.7165,8540.0,0.2490867684386351,0.4934525146748972
HAS3,-0.4455,9.2207,9.6662,7101.0,0.24974520677165313,0.4936397637657033
THNSL2,-0.3222,7.8422,8.1644,7101.0,0.24974520677165313,0.4936397637657033
SLC1A4,0.1837,9.242,9.0583,8539.0,0.24974520677165313,0.4936397637657033
ULK1,0.0947,10.0382,9.9434,8539.0,0.24974520677165313,0.4936397637657033
C8orf59,0.0752,10.3131,10.2379,8539.0,0.24974520677165313,0.4936397637657033
C1QB,0.1795,11.2671,11.0876,8539.0,0.24974520677165313,0.4936397637657033
ENPEP,-0.128,9.3642,9.4923,7101.0,0.24974520677165313,0.4936397637657033
PC,-0.1485,8.5703,8.7187,7101.0,0.24974520677165313,0.4936397637657033
CASQ1,0.4128,7.4426,7.0298,8538.0,0.25040480650941965,0.4943854626675717
LRRFIP2,-0.0614,10.7654,10.8268,7102.0,0.25040486021446196,0.4943854626675717
CRLF3,0.0461,10.1502,10.1041,8538.0,0.25040486021446196,0.4943854626675717
IFT172,-0.1101,10.6336,10.7437,7102.0,0.25040486021446196,0.4943854626675717
PCLO,0.2288,10.6983,10.4695,8537.0,0.25106572931361926,0.49513187901528466
SFRP4,-0.397,9.1324,9.5294,7103.0,0.25106572931361926,0.49513187901528466
ABCA4,-0.2468,7.0235,7.2703,7103.0,0.25106572931361926,0.49513187901528466
ATP8B2,-0.1671,10.5467,10.7138,7103.0,0.25106572931361926,0.49513187901528466
PLAUR,-0.1775,9.02,9.1975,7104.0,0.25172781461044513,0.4957395629125273
GLCCI1,0.121,10.0938,9.9728,8536.0,0.25172781461044513,0.4957395629125273
EVPL,0.2427,12.1511,11.9084,8536.0,0.25172781461044513,0.4957395629125273
NHLRC3,0.0791,10.2542,10.1752,8536.0,0.25172781461044513,0.4957395629125273
ACBD5,0.0856,12.9018,12.8163,8536.0,0.25172781461044513,0.4957395629125273
SLC1A5,0.0658,10.3258,10.26,8535.0,0.25239111664100866,0.4963479331190631
CHCHD2,0.0771,10.566,10.489,8535.0,0.25239111664100866,0.4963479331190631
KIAA0100,0.0572,14.0137,13.9565,8535.0,0.25239111664100866,0.4963479331190631
PRRX1,-0.2977,8.5406,8.8384,7105.0,0.25239111664100866,0.4963479331190631
COX2,0.1423,9.1736,9.0313,8535.0,0.25239111664100866,0.4963479331190631
IL20RB,-0.467,6.2226,6.6896,7106.0,0.2530556359361138,0.4970963866649663
TES,-0.1572,11.3513,11.5085,7106.0,0.2530556359361138,0.4970963866649663
TAOK1,0.0884,13.4224,13.334,8534.0,0.2530556359361138,0.4970963866649663
MEF2C,-0.1951,9.8323,10.0274,7106.0,0.2530556359361138,0.4970963866649663
NUP188,0.0728,12.1889,12.1161,8533.0,0.25372137302128506,0.4979850827545009
TRPM4,-0.1559,11.4055,11.5614,7107.0,0.25372137302128506,0.4979850827545009
RNPEP,0.0734,10.7731,10.6996,8533.0,0.25372137302128506,0.4979850827545009
KIAA1468,0.0653,11.7385,11.6732,8532.0,0.2543883284167556,0.4987350122907445
EHHADH,0.0805,8.6747,8.5942,8532.0,0.2543883284167556,0.4987350122907445
OLA1,-0.0473,10.7982,10.8456,7108.0,0.2543883284167556,0.4987350122907445
TTC39C,0.0395,9.6193,9.5798,8532.0,0.2543883284167556,0.4987350122907445
ANXA5,-0.1225,12.9005,13.023,7109.0,0.25505650263745105,0.4997651617151846
AMACR,0.1185,7.9768,7.8583,8531.0,0.25505650263745105,0.4997651617151846
ADAMTS14,-0.2287,7.3687,7.5973,7110.0,0.2557258961929777,0.5006565420853852
ABI3BP,-0.2835,11.3514,11.6349,7110.0,0.2557258961929777,0.5006565420853852
MRPL30,0.0818,9.3153,9.2334,8530.0,0.2557258961929777,0.5006565420853852
ATPIF1,0.0943,10.1243,10.0299,8529.0,0.2563965095876082,0.5014087563926334
ZNF672,0.0531,10.1158,10.0627,8529.0,0.2563965095876082,0.5014087563926334
ERV3-1,0.1534,11.1386,10.9852,8529.0,0.2563965095876082,0.5014087563926334
AHI1,-0.0788,11.6163,11.6951,7111.0,0.2563965095876082,0.5014087563926334
ESYT2,-0.075,12.0653,12.1402,7112.0,0.2570683433202675,0.5020759414145479
CLDN7,0.1435,9.9342,9.7906,8528.0,0.2570683433202675,0.5020759414145479
POU6F2,0.5865,7.2518,6.6652,8527.0,0.2577349231804986,0.5020759414145479
REPS2,-0.1984,9.2134,9.4118,7113.0,0.2577413978845209,0.5020759414145479
WDR35,0.0141,10.4492,10.4351,7113.0,0.2577413978845209,0.5020759414145479
DIO2,-0.184,7.2826,7.4666,7113.0,0.2577413978845209,0.5020759414145479
CNTN1,-0.1943,8.8783,9.0726,7113.0,0.2577413978845209,0.5020759414145479
SIGMAR1,0.1287,10.0165,9.8879,8527.0,0.2577413978845209,0.5020759414145479
S100A4,-0.2908,10.6328,10.9236,7113.0,0.2577413978845209,0.5020759414145479
KBTBD7,0.1047,9.1907,9.086,8527.0,0.2577413978845209,0.5020759414145479
WRNIP1,0.0878,10.9648,10.877,8527.0,0.2577413978845209,0.5020759414145479
RPS11,-0.0658,15.5146,15.5804,7113.0,0.2577413978845209,0.5020759414145479
C14orf2,0.0852,9.9172,9.8319,8527.0,0.2577413978845209,0.5020759414145479
AGAP6,-0.0817,10.566,10.6477,7113.0,0.2577413978845209,0.5020759414145479
SLC31A1,0.1013,10.1604,10.0591,8526.0,0.258415673768558,0.5028299425955021
CRAT,0.1599,9.5392,9.3793,8526.0,0.258415673768558,0.5028299425955021
SLC4A7,-0.0839,11.7521,11.836,7114.0,0.258415673768558,0.5028299425955021
SP100,-0.1199,12.1326,12.2525,7114.0,0.258415673768558,0.5028299425955021
GABRE,-0.3889,9.891,10.2799,7115.0,0.25909117145518135,0.5035846443798598
EDEM2,0.0363,10.453,10.4167,8525.0,0.25909117145518135,0.5035846443798598
CMYA5,0.1543,11.9639,11.8096,8525.0,0.25909117145518135,0.5035846443798598
DPY19L1,-0.1493,9.9853,10.1347,7115.0,0.25909117145518135,0.5035846443798598
ATP5F1,0.0629,10.9522,10.8893,8524.0,0.259767891421792,0.5043400453636843
PDK3,-0.075,9.21,9.285,7116.0,0.259767891421792,0.5043400453636843
NR4A1,-0.3488,9.3855,9.7343,7116.0,0.259767891421792,0.5043400453636843
FOXK1,-0.0907,9.3608,9.4515,7116.0,0.259767891421792,0.5043400453636843
CTSV,0.2432,6.3817,6.1385,8523.0,0.2604457801012522,0.5050961441387577
SLC8A1,-0.1475,9.7241,9.8716,7117.0,0.26044583414037614,0.5050961441387577
ANKS1A,0.1046,12.219,12.1144,8523.0,0.26044583414037614,0.5050961441387577
PSMG2,0.0946,9.9777,9.883,8523.0,0.26044583414037614,0.5050961441387577
MT1G,-0.3518,5.1611,5.5129,7118.0,0.26112445948206153,0.505852939292579
SEMA4C,-0.0663,10.17,10.2362,7118.0,0.2611250000774915,0.505852939292579
CNNM2,-0.0526,10.1834,10.236,7118.0,0.2611250000774915,0.505852939292579
AR,-0.2832,8.5042,8.7874,7118.0,0.2611250000774915,0.505852939292579
PMS1,0.0745,11.7157,11.6412,8521.0,0.2618053896942547,0.5061908183403826
RND3,-0.1577,10.2574,10.4151,7119.0,0.2618053896942547,0.5061908183403826
CEACAM1,-0.2017,10.0042,10.2059,7119.0,0.2618053896942547,0.5061908183403826
PRKAR2B,0.2384,8.8146,8.5763,8521.0,0.2618053896942547,0.5061908183403826
SEC61B,0.1018,9.1899,9.0881,8521.0,0.2618053896942547,0.5061908183403826
ESRP2,0.1474,10.9374,10.7901,8521.0,0.2618053896942547,0.5061908183403826
C6orf48,-0.0439,10.7267,10.7707,7119.0,0.2618053896942547,0.5061908183403826
PSD4,-0.1971,10.0493,10.2464,7120.0,0.2624870034463268,0.5063902162905308
S100P,0.1989,10.6739,10.475,8520.0,0.2624870034463268,0.5063902162905308
CSF3R,-0.1227,9.1464,9.2691,7120.0,0.2624870034463268,0.5063902162905308
PACS1,-0.0983,12.1749,12.2732,7120.0,0.2624870034463268,0.5063902162905308
PPID,0.0604,10.3145,10.2541,8520.0,0.2624870034463268,0.5063902162905308
PDE10A,-0.2897,10.0274,10.317,7120.0,0.2624870034463268,0.5063902162905308
FCN1,-0.3136,7.5305,7.8441,7120.0,0.2624870034463268,0.5063902162905308
TRNT1,0.0475,10.2325,10.185,8520.0,0.2624870034463268,0.5063902162905308
MX2,0.1175,10.9329,10.8154,8519.0,0.263169841783901,0.506869747528234
DDR2,-0.124,11.5712,11.6952,7121.0,0.263169841783901,0.506869747528234
IFI35,0.1007,8.7149,8.6142,8519.0,0.263169841783901,0.506869747528234
G6PD,0.1281,10.8155,10.6875,8519.0,0.263169841783901,0.506869747528234
CYFIP2,0.0992,10.899,10.7998,8519.0,0.263169841783901,0.506869747528234
PGAP1,-0.1987,10.5608,10.7595,7121.0,0.263169841783901,0.506869747528234
SULT1E1,0.5849,6.3023,5.7174,8518.5,0.2634962390105796,0.5069324822434225
VPS37B,0.05,9.8924,9.8424,8518.0,0.2638539051516885,0.5069324822434225
DYSF,-0.1179,11.6137,11.7316,7122.0,0.2638539051516885,0.5069324822434225
KSR1,-0.0822,9.9588,10.041,7122.0,0.2638539051516885,0.5069324822434225
TPD52L1,-0.2127,7.957,8.1697,7122.0,0.2638539051516885,0.5069324822434225
NDUFA8,0.0882,9.7296,9.6414,8518.0,0.2638539051516885,0.5069324822434225
AKAP11,-0.083,12.4952,12.5781,7122.0,0.2638539051516885,0.5069324822434225
FAM213A,0.1957,10.6623,10.4667,8518.0,0.2638539051516885,0.5069324822434225
H6PD,-0.1426,12.3958,12.5383,7122.0,0.2638539051516885,0.5069324822434225
CHL1,-0.2947,8.0877,8.3824,7123.0,0.2645391939889058,0.5078311336360491
MAPK13,0.1206,10.6943,10.5736,8517.0,0.2645391939889058,0.5078311336360491
CSGALNACT2,-0.1071,10.8367,10.9437,7123.0,0.2645391939889058,0.5078311336360491
LTF,-0.6131,6.1951,6.8082,7124.0,0.2652257087292612,0.5085913576755248
PABPC4,0.0542,12.8275,12.7733,8516.0,0.2652257087292612,0.5085913576755248
SLC11A2,0.1088,12.7615,12.6527,8516.0,0.2652257087292612,0.5085913576755248
SCARNA8,0.184,8.3418,8.1578,8516.0,0.2652257087292612,0.5085913576755248
PIK3R3,0.1499,10.1826,10.0326,8515.0,0.26591344980094156,0.5092129857686611
CCNG1,-0.1155,10.4179,10.5334,7125.0,0.26591344980094156,0.5092129857686611
SPATA13,-0.0697,9.9075,9.9772,7125.0,0.26591344980094156,0.5092129857686611
LY6E,-0.156,9.8928,10.0488,7125.0,0.26591344980094156,0.5092129857686611
CD82,-0.1834,10.1025,10.2859,7125.0,0.26591344980094156,0.5092129857686611
UGT2B7,-0.4368,5.9015,6.3383,7126.0,0.2665655497781434,0.5101138608303483
ROMO1,0.1071,9.9421,9.835,8514.0,0.2666024176265993,0.5101138608303483
TPP1,-0.0744,11.7936,11.868,7126.0,0.2666024176265993,0.5101138608303483
GOLIM4,-0.0769,12.3149,12.3918,7127.0,0.26729261262333937,0.5108761370636588
TNNT2,-0.2677,7.4348,7.7025,7127.0,0.26729261262333937,0.5108761370636588
RORA,-0.1514,8.8872,9.0386,7127.0,0.26729261262333937,0.5108761370636588
VAMP5,0.0964,9.1583,9.0619,8513.0,0.26729261262333937,0.5108761370636588
TXLNGY,0.4458,8.8758,8.43,8512.5,0.26763361416453635,0.5113883219629599
GREM1,-0.3309,7.3827,7.7136,7128.0,0.267984035202706,0.5116390944723419
PABPC1L,0.211,10.9553,10.7443,8512.0,0.267984035202706,0.5116390944723419
CMTR2,-0.0398,9.4827,9.5225,7128.0,0.267984035202706,0.5116390944723419
NLRC5,0.1308,11.7481,11.6172,8511.0,0.26867668577066894,0.5122632263686345
PTP4A3,-0.1783,8.2909,8.4692,7129.0,0.26867668577066894,0.5122632263686345
EVL,0.1151,10.5268,10.4117,8511.0,0.26867668577066894,0.5122632263686345
GPD2,0.0935,12.4986,12.4051,8511.0,0.26867668577066894,0.5122632263686345
GOLGA4,0.0678,14.1245,14.0567,8511.0,0.26867668577066894,0.5122632263686345
COL5A2,-0.2153,14.3251,14.5404,7130.0,0.2693705647276119,0.5130274856642552
AMZ2,0.1131,11.12,11.0068,8510.0,0.2693705647276119,0.5130274856642552
TM2D1,-0.0528,10.0315,10.0843,7130.0,0.2693705647276119,0.5130274856642552
FAM73B,0.0783,9.0019,8.9236,8510.0,0.2693705647276119,0.5130274856642552
FAT4,-0.1149,11.0566,11.1715,7131.0,0.2700656724683186,0.5135134141448915
SOX13,-0.1462,9.965,10.1111,7131.0,0.2700656724683186,0.5135134141448915
PKP4,-0.0505,12.1544,12.2049,7131.0,0.2700656724683186,0.5135134141448915
MRPS33,0.076,9.7833,9.7074,8509.0,0.2700656724683186,0.5135134141448915
DYNC1LI1,0.0724,10.206,10.1336,8509.0,0.2700656724683186,0.5135134141448915
GPR137B,-0.0903,10.3228,10.413,7131.0,0.2700656724683186,0.5135134141448915
SUMO1,0.0773,9.3318,9.2545,8508.0,0.27076200938195916,0.5141394662965998
TBL2,0.0765,9.5226,9.4461,8508.0,0.27076200938195916,0.5141394662965998
MPEG1,-0.2036,9.4876,9.6912,7132.0,0.27076200938195916,0.5141394662965998
IL12RB2,0.1946,8.4913,8.2967,8508.0,0.27076200938195916,0.5141394662965998
MORF4L2,0.1031,11.1887,11.0856,8508.0,0.27076200938195916,0.5141394662965998
DUS1L,0.0856,10.3787,10.293,8507.0,0.27145957585207914,0.5146268028403114
REEP4,0.1035,8.9241,8.8207,8507.0,0.27145957585207914,0.5146268028403114
ZNF585B,0.0543,10.239,10.1847,8507.0,0.27145957585207914,0.5146268028403114
