gene,log2FC,p_value,ranking_metric
OXR1,-0.0634,0.6200429474704885,-0.2075782279155093
MAP3K1,-0.0832,0.6200429474704885,-0.2075782279155093
P4HA1,-0.08,0.6189130794296036,-0.20837033930737664
NFKB2,-0.0898,0.6189130794296036,-0.20837033930737664
CITED2,-0.0503,0.6189130794296036,-0.20837033930737664
DDX21,-0.0455,0.6189130794296036,-0.20837033930737664
SAA1,-0.3583,0.6177696045422428,-0.20917346363625244
SESTD1,-0.0545,0.6166560451965498,-0.2099570066716558
ITPR3,-0.0579,0.6166560451965498,-0.2099570066716558
ZNF852,-0.0378,0.6166560451965498,-0.2099570066716558
ICK,-0.0536,0.6166560451965498,-0.2099570066716558
CTSK,-0.1343,0.6166560451965498,-0.2099570066716558
UBC,-0.0298,0.6155288833540299,-0.2107515632250092
MROH1,-0.033,0.6155288833540299,-0.2107515632250092
COQ9,-0.0301,0.6155288833540299,-0.2107515632250092
LYSMD3,-0.0627,0.614402627916656,-0.2115469354126417
NUCB1,-0.0092,0.614402627916656,-0.2115469354126417
RPL35A,-0.0368,0.613277281043298,-0.2123431235242877
DNHD1,-0.0128,0.613277281043298,-0.2123431235242877
RNF130,-0.0756,0.613277281043298,-0.2123431235242877
NAA20,-0.0296,0.613277281043298,-0.2123431235242877
ADAM12,-0.1574,0.613277281043298,-0.2123431235242877
CYB5R1,-0.0949,0.6121528448864231,-0.21314012784938774
PREP,-0.034,0.6110293215920846,-0.21393794867708804
KCNS3,-0.1419,0.6110293215920846,-0.21393794867708804
ITIH5,-0.1529,0.6110293215920846,-0.21393794867708804
ABHD13,-0.0438,0.6110293215920846,-0.21393794867708804
ZNF347,-0.0704,0.6099067132999101,-0.2147365862962416
DDB2,-0.0154,0.6087850221430913,-0.21553604099540724
C6orf203,-0.0434,0.6076642502483715,-0.21633631306285095
PPP4R1,-0.0583,0.6076642502483715,-0.21633631306285095
SNORA11,-0.1247,0.6054254727198982,-0.2179393104541701
CERS3,-0.262,0.605424654894408,-0.21793989711157624
FIG4,-0.0185,0.604307471307294,-0.21874203635311196
HBA1,-0.0129,0.604307471307294,-0.21874203635311196
GLRX,-0.0413,0.604307471307294,-0.21874203635311196
C10orf12,-0.0403,0.604307471307294,-0.21874203635311196
NFATC2,-0.1247,0.6031903975990651,-0.2195455807704655
TMC7,-0.1251,0.6031903975990651,-0.2195455807704655
LGALS4,-0.1487,0.6031895760668865,-0.2195461722704898
ENTPD3,-0.1219,0.6020742536895516,-0.22034994399303265
PRKCB,-0.1658,0.6020742536895516,-0.22034994399303265
SCEL,-0.1228,0.6020740890145799,-0.22035006277811744
RAB8B,-0.079,0.6009590416665803,-0.22115512630732326
LMF2,-0.072,0.6009590416665803,-0.22115512630732326
CAPN15,-0.0376,0.6009590416665803,-0.22115512630732326
TRIP10,-0.0527,0.5998447636114543,-0.22196112799955525
HECW2,-0.0915,0.5987314215989427,-0.2227679493556545
NR1H4,-0.2053,0.5986475133495361,-0.2228288171205691
MAST3,-0.1104,0.5976190176972691,-0.22357559066125565
EFNB2,-0.0486,0.5976190176972691,-0.22357559066125565
TFAP2A,-0.0829,0.5976190176972691,-0.22357559066125565
SC5D,-0.0471,0.5976190176972691,-0.22357559066125565
NCK1,-0.0886,0.5965075539681023,-0.22438405220170182
FAM86A,-0.0688,0.5953970324665456,-0.22519333426204483
EMC2,-0.0323,0.5953970324665456,-0.22519333426204483
ZNF93,-0.0464,0.5953970324665456,-0.22519333426204483
ZNF266,-0.0648,0.5953970324665456,-0.22519333426204483
PKM,-0.0191,0.5942874552411261,-0.22600343712704585
NDUFC2,-0.018,0.5931788243337852,-0.22681436108117495
SLC9A1,-0.0835,0.5931788243337852,-0.22681436108117495
ZNF736,-0.0589,0.5931788243337852,-0.22681436108117495
CTTNBP2NL,-0.0376,0.5931788243337852,-0.22681436108117495
RPS27L,-0.0508,0.5931788243337852,-0.22681436108117495
ZMYND8,-0.0557,0.5920711417798681,-0.2276261064086118
TAS2R31,-0.0221,0.5920711417798681,-0.2276261064086118
TINAGL1,-0.1536,0.5909644096081139,-0.2284386733932455
SLC12A9,-0.0669,0.5909644096081139,-0.2284386733932455
OGFRL1,-0.0775,0.5887538044929601,-0.23006627346820993
PLXNA1,-0.0611,0.5887538044929601,-0.23006627346820993
OSTF1,-0.0728,0.5887538044929601,-0.23006627346820993
CCDC141,-0.1671,0.5887538044929601,-0.23006627346820993
AKR1E2,-0.0671,0.5887538044929601,-0.23006627346820993
TEX264,-0.0437,0.5887538044929601,-0.23006627346820993
ABHD17C,-0.0725,0.5876499355739189,-0.23088130712486893
SYT7,-0.0711,0.5876499355739189,-0.23088130712486893
TMC6,-0.1068,0.5876499355739189,-0.23088130712486893
EXPH5,-0.1314,0.5876499355739189,-0.23088130712486893
RPL27A,-0.0631,0.5876499355739189,-0.23088130712486893
RRP12,-0.0378,0.5865470250857373,-0.2316971635713821
LAIR1,-0.1286,0.5865470250857373,-0.2316971635713821
FCGR2C,-0.1536,0.5865470250857373,-0.2316971635713821
FAM86DP,-0.0132,0.5843440873775316,-0.23333134596344274
SGMS2,-0.0753,0.5843440873775316,-0.23333134596344274
AKR1C3,-0.1457,0.5843440873775316,-0.23333134596344274
ZNF430,-0.0789,0.582145007252795,-0.23496882290044555
GATA3,-0.0275,0.582145007252795,-0.23496882290044555
DPYSL2,-0.0655,0.5810469187188864,-0.23578879752705356
RHBDD1,-0.013,0.5810469187188864,-0.23578879752705356
PCDHGB5,-0.1146,0.5799498004890421,-0.23660959663382414
OLFM2,-0.0883,0.5799498004890421,-0.23660959663382414
CD164,-0.0249,0.5799498004890421,-0.23660959663382414
ATHL1,-0.0953,0.5799498004890421,-0.23660959663382414
PACS2,-0.0223,0.5799498004890421,-0.23660959663382414
SLC4A11,-0.209,0.5799498004890421,-0.23660959663382414
DDR1,-0.0186,0.5788536545186941,-0.23743122050146537
SLC8B1,-0.1093,0.5788536545186941,-0.23743122050146537
LOC729737,-0.085,0.577758482756553,-0.23825366941039794
SIGLEC10,-0.1049,0.577758482756553,-0.23825366941039794
APP,-0.0459,0.5766642871446006,-0.23907694364075427
ANXA8,-0.3836,0.5766642871446006,-0.23907694364075427
MAP7D1,-0.0298,0.57557106961808,-0.23990104347237942
WAS,-0.1227,0.57557106961808,-0.23990104347237942
UBE2J1,-0.0086,0.57557106961808,-0.23990104347237942
PLA2G4F,-0.1708,0.5750247849024022,-0.24031343580711925
PLOD2,-0.0535,0.5744788321054869,-0.24072596918483113
KLK6,-0.1212,0.5737161515057825,-0.2413029234989481
SRFBP1,-0.0411,0.5733875765285608,-0.24155172105738001
TIAM2,-0.0323,0.5722973048022764,-0.24237829936900956
DOCK2,-0.1437,0.5722973048022764,-0.24237829936900956
CD99L2,-0.0551,0.5722973048022764,-0.24237829936900956
RAG1,-0.1114,0.5701197205276549,-0.24403393642401208
RPS19,-0.0227,0.5701197205276549,-0.24403393642401208
PICK1,-0.0287,0.5690324117753655,-0.24486299572391937
NDUFAF5,-0.0528,0.5690324117753655,-0.24486299572391937
CC2D2A,-0.0692,0.5679460944657957,-0.24569288257597663
MAP3K14,-0.0937,0.566860770479968,-0.24652359725773573
CTSB,-0.0719,0.566860770479968,-0.24652359725773573
ALPK1,-0.018,0.566860770479968,-0.24652359725773573
IRF8,-0.1834,0.566860770479968,-0.24652359725773573
TATDN1,-0.0574,0.5657764416920884,-0.24735514004646325
PRR12,-0.0565,0.5646931099695401,-0.24818751121913973
AES,-0.0557,0.5646931099695401,-0.24818751121913973
SBNO2,-0.0694,0.5646931099695401,-0.24818751121913973
IKZF1,-0.191,0.5646931099695401,-0.24818751121913973
SNORD15B,-0.1227,0.5646931099695401,-0.24818751121913973
MAOA,-0.2671,0.5646931099695401,-0.24818751121913973
CLDN12,-0.0275,0.5636107771728739,-0.2490207110524608
GSE1,-0.0286,0.5636107771728739,-0.2490207110524608
ZNF730,-0.1579,0.5636107771728739,-0.2490207110524608
PCSK1,-0.1866,0.56361060032372,-0.24902084732491478
PADI3,-0.3449,0.5625294451558007,-0.24985473982283674
BZRAP1,-0.1004,0.5614491157651836,-0.25068959780639316
PLXNB2,-0.0538,0.5614491157651836,-0.25068959780639316
MS4A6A,-0.1214,0.5614491157651836,-0.25068959780639316
NLGN2,-0.054,0.5603697908410301,-0.25152528527897094
CECR2,-0.2594,0.5603697908410301,-0.25152528527897094
VSIG4,-0.1614,0.5603697908410301,-0.25152528527897094
SNX13,-0.0106,0.5603697908410301,-0.25152528527897094
AKR1C2,-0.3897,0.5603697908410301,-0.25152528527897094
PIP4K2A,-0.0913,0.5603697908410301,-0.25152528527897094
ALB,-0.446,0.5603644560096022,-0.25152941986816113
ALDH4A1,-0.1281,0.5592914722164841,-0.2523618025161264
LIPG,-0.1091,0.5592914722164841,-0.2523618025161264
MDM4,-0.0617,0.5592914722164841,-0.2523618025161264
C5orf42,-0.0465,0.5582141617178178,-0.25319914979313196
ZNF808,-0.0542,0.5582141617178178,-0.25319914979313196
CKB,-0.1719,0.5571378611644258,-0.2540373273849752
NR3C2,-0.0701,0.5571378611644258,-0.2540373273849752
ZNF770,-0.0674,0.5560625723688148,-0.25487633556636063
VWA5A,-0.1408,0.5560625723688148,-0.25487633556636063
ENAH,-0.068,0.5549882971365988,-0.2557161746117087
MPP5,-0.0756,0.5549882971365988,-0.2557161746117087
ABLIM3,-0.2092,0.5528427945502905,-0.25739834639055886
TMEM205,-0.0599,0.5528427945502905,-0.25739834639055886
ANKRD13D,-0.06,0.5528427945502905,-0.25739834639055886
ID1,-0.1531,0.5517715707728897,-0.25824067967148545
SPP1,-0.1533,0.5517715707728897,-0.25824067967148545
KRT6C,-0.4278,0.5508851407236162,-0.2589389418920112
MCL1,-0.038,0.5507013677122514,-0.25908384491122516
PTK2,-0.0321,0.5507013677122514,-0.25908384491122516
RHCG,-0.338,0.5506988380991906,-0.25908583982095523
ARHGEF10,-0.038,0.5496321871394099,-0.2599278423827835
ACTG2,-0.1912,0.5485640308184627,-0.2607726723588833
TMEM176B,-0.1446,0.5485640308184627,-0.2607726723588833
PLS3,-0.0776,0.5485640308184627,-0.2607726723588833
PAK1,-0.0711,0.5474969005065631,-0.2616183351119657
TNFAIP6,-0.144,0.5474969005065631,-0.2616183351119657
PBXIP1,-0.0668,0.5474969005065631,-0.2616183351119657
COL24A1,-0.0722,0.5464307979539128,-0.2624648309141899
BTBD16,-0.2566,0.5464307524727294,-0.26246486706191047
ATRNL1,-0.0292,0.5453657249037566,-0.263312160037433
SRSF8,-0.0409,0.5453657249037566,-0.263312160037433
TBL1X,-0.0806,0.5453657249037566,-0.263312160037433
PLEKHM1P,-0.0379,0.5453657249037566,-0.263312160037433
LIMK1,-0.0456,0.5453657249037566,-0.263312160037433
PRKCH,-0.1036,0.5443016830923744,-0.26416032275329077
GCH1,-0.0106,0.5421767000961897,-0.26585915004782706
PARP10,-0.0504,0.5421767000961897,-0.26585915004782706
TSPAN31,-0.0453,0.5411157623490658,-0.26670981516829123
TTC38,-0.0583,0.5411157623490658,-0.26670981516829123
DNAJB6,-0.0261,0.5400558627160601,-0.26756131496494173
IL1B,-0.1848,0.5389970028985324,-0.26841364970796994
FGD4,-0.0689,0.5389970028985324,-0.26841364970796994
VPS13C,-0.0581,0.5389970028985324,-0.26841364970796994
ACKR3,-0.1909,0.5379391845908394,-0.26926681966728677
DOCK10,-0.1046,0.5379391845908394,-0.26926681966728677
FHAD1,-0.1061,0.5379391845908394,-0.26926681966728677
ITGA4,-0.1236,0.5368824094803293,-0.2701208251125229
WDR60,-0.0431,0.5368824094803293,-0.2701208251125229
ALDH7A1,-0.1549,0.5358266792473341,-0.2709756663130295
ORAI1,-0.0801,0.5347719955651651,-0.2718313435378779
LOXL4,-0.0007,0.5347719955651651,-0.2718313435378779
UBE2E3,-0.0318,0.5347719955651651,-0.2718313435378779
SLCO4A1,-0.0437,0.5347719955651651,-0.2718313435378779
ZNF618,-0.0624,0.5337183601001061,-0.27268785705586013
HBB,-0.0103,0.5337183601001061,-0.27268785705586013
SCUBE2,-0.1697,0.5337183601001061,-0.27268785705586013
RAPGEF1,-0.0552,0.5326657745114084,-0.27354520713548863
KPNA5,-0.0415,0.5326657745114084,-0.27354520713548863
DHRS4,-0.0301,0.5326657745114084,-0.27354520713548863
FERMT3,-0.1057,0.5305637595648998,-0.27526241805234136
EHD4,-0.0857,0.5305637595648998,-0.27526241805234136
EEA1,-0.0463,0.5295143334903742,-0.2761222794251966
CLIP1,-0.0695,0.5295143334903742,-0.2761222794251966
GIMAP7,-0.179,0.5284659638587688,-0.2769829784309614
MYO1G,-0.1657,0.5274186522940841,-0.27784451533675547
CD99,-0.02,0.5263724004132546,-0.2787068904094208
JRK,-0.0284,0.5263724004132546,-0.2787068904094208
TUSC3,-0.073,0.5253272098261426,-0.2795701039155216
DCDC2,-0.1988,0.5253194618236021,-0.279576509331995
IQGAP2,-0.1119,0.5242830821355335,-0.2804341561213446
CIITA,-0.1867,0.5242830821355335,-0.2804341561213446
ZNF701,-0.0026,0.5242830821355335,-0.2804341561213446
PIK3R2,-0.0353,0.523240018937131,-0.2812990472928989
CPAMD8,-0.1614,0.523240018937131,-0.2812990472928989
SASH1,-0.0847,0.522198021819551,-0.2821647776959171
MGST2,-0.106,0.5211570923643173,-0.28303134759585447
ZNF564,-0.0565,0.5211570923643173,-0.28303134759585447
RNASE1,-0.0927,0.5211570923643173,-0.28303134759585447
SP110,-0.0853,0.5211570923643173,-0.28303134759585447
GBA2,-0.0267,0.5211570923643173,-0.28303134759585447
LOC100289097,-0.0586,0.5211570923643173,-0.28303134759585447
ATM,-0.072,0.5201172321458567,-0.28389875725789004
RPL11,-0.0357,0.5201172321458567,-0.28389875725789004
PRPF40B,-0.0399,0.5190784427314943,-0.28476700694692586
TMEM135,-0.0698,0.5190784427314943,-0.28476700694692586
NEK7,-0.0061,0.5190784427314943,-0.28476700694692586
CEACAM5,-0.133,0.5190782532325111,-0.2847671654940181
NBPF8,-0.045,0.5180407256814478,-0.2856360969275884
PTK6,-0.1991,0.5180407256814478,-0.2856360969275884
FAAH2,-0.0648,0.5180407256814478,-0.2856360969275884
TCN2,-0.0464,0.5180407256814478,-0.2856360969275884
RYR2,-0.141,0.5180407256814478,-0.2856360969275884
PLXNB3,-0.1486,0.5170040825488242,-0.2865060274642276
NYNRIN,-0.168,0.5170040825488242,-0.2865060274642276
GRK6,-0.0861,0.5170040825488242,-0.2865060274642276
TMEM132A,-0.0252,0.5170040825488242,-0.2865060274642276
RGL2,-0.0742,0.5170040825488242,-0.2865060274642276
TTC7A,-0.0825,0.5159685148796144,-0.2873767988209179
SNORA73B,-0.0923,0.5159685148796144,-0.2873767988209179
ACSL3,-0.0415,0.5159685148796144,-0.2873767988209179
ERO1LB,-0.1,0.5159685148796144,-0.2873767988209179
COTL1,-0.1451,0.5159685148796144,-0.2873767988209179
ZNHIT6,-0.0335,0.5159685148796144,-0.2873767988209179
SNORA8,-0.1622,0.5159685148796144,-0.2873767988209179
TNFRSF11A,-0.0738,0.5149340242126884,-0.28824841126145795
ZNF827,-0.0509,0.5149340242126884,-0.28824841126145795
ODF2L,-0.0692,0.5139006120797917,-0.28912086504937135
NBPF15,-0.011,0.5139006120797917,-0.28912086504937135
KHDRBS3,-0.0515,0.5128682800055402,-0.2899941604479062
RASSF8,-0.0786,0.5128682800055402,-0.2899941604479062
ZNF708,-0.1075,0.5128682800055402,-0.2899941604479062
TAF7,-0.0206,0.5118370295074162,-0.29086829772003614
PCYOX1,-0.0204,0.5118370295074162,-0.29086829772003614
ANKZF1,-0.0496,0.5118370295074162,-0.29086829772003614
DPY19L2,-0.1104,0.5118370295074162,-0.29086829772003614
GSTM2,-0.1955,0.5118370295074162,-0.29086829772003614
KDM5B,-0.0366,0.5108068620957645,-0.2917432771284595
NPIPB15,-0.3352,0.5097777792737876,-0.2926190989356006
ANK2,-0.0911,0.5077228733759351,-0.2943732707943612
ZFAND5,-0.0597,0.5077228733759351,-0.2943732707943612
AGAP9,-0.0149,0.5066970532707187,-0.2952516213694587
FAM135A,-0.0729,0.5066970532707187,-0.2952516213694587
NR4A3,-0.1848,0.5066970532707187,-0.2952516213694587
BCAR3,-0.0655,0.5066970532707187,-0.2952516213694587
DMKN,-0.3373,0.5056723236964883,-0.2961308153902298
APC,-0.0421,0.5056723236964883,-0.2961308153902298
WBP5,-0.1481,0.5056723236964883,-0.2961308153902298
SLITRK6,-0.2753,0.5056723236964883,-0.2961308153902298
SUMF2,-0.0293,0.5046486861206774,-0.2970108531177296
FKBP5,-0.1236,0.5046486861206774,-0.2970108531177296
DTNA,-0.1416,0.5046486861206774,-0.2970108531177296
ZNF211,-0.0522,0.5036261420035546,-0.2978917348127398
SNX29,-0.0392,0.5036261420035546,-0.2978917348127398
SLC12A8,-0.0346,0.5036261420035546,-0.2978917348127398
KREMEN1,-0.1056,0.5026046927982196,-0.2987734607357691
IVNS1ABP,-0.0349,0.5026046927982196,-0.2987734607357691
ZNF90,-0.2529,0.5015843399505999,-0.2996560311470537
SSH3,-0.1163,0.5005650848994476,-0.3005394463065569
RPLP2,-0.0838,0.5005650848994476,-0.3005394463065569
LRMP,-0.1772,0.5005650848994476,-0.3005394463065569
NPIPB4,-0.0489,0.5005650848994476,-0.3005394463065569
PHTF2,-0.0479,0.5005650848994476,-0.3005394463065569
RDH10,-0.1145,0.49954692907633547,-0.3014237064739698
FRAS1,-0.1787,0.49954692907633547,-0.3014237064739698
FAM114A1,-0.0445,0.49954692907633547,-0.3014237064739698
GSAP,-0.1218,0.49852987390565395,-0.30230881190871167
FYB,-0.1255,0.49852987390565395,-0.30230881190871167
PLCG1,-0.0581,0.4975139208046082,-0.30319476286992963
FRA10AC1,-0.0221,0.4975139208046082,-0.30319476286992963
TNRC6C,-0.0427,0.4964990711832148,-0.30408155961649896
IKBKE,-0.102,0.4964990711832148,-0.30408155961649896
VANGL1,-0.0345,0.4964990711832148,-0.30408155961649896
VIPR1,-0.1825,0.4964990711832148,-0.30408155961649896
ITPK1,-0.0635,0.4954853264442981,-0.3049692024070241
SLC16A1,-0.1545,0.4954853264442981,-0.3049692024070241
TRAF3,-0.0278,0.49447268798348853,-0.30585769149983755
INPP5A,-0.044,0.49447268798348853,-0.30585769149983755
NDUFAF4,-0.05,0.49346115718921857,-0.30674702715300123
CTSC,-0.1162,0.49346115718921857,-0.30674702715300123
ADAMTSL4,-0.0917,0.49346115718921857,-0.30674702715300123
OSBPL8,-0.0448,0.49245073544272033,-0.30763720962430613
CDCA7L,-0.1624,0.49245073544272033,-0.30763720962430613
CYP27A1,-0.0949,0.49144142411802294,-0.3085282391712727
KIAA1551,-0.0714,0.49144142411802294,-0.3085282391712727
PTPDC1,-0.0502,0.4904332245819497,-0.30942011605115094
TNFRSF1B,-0.1507,0.4904332245819497,-0.30942011605115094
RRAS2,-0.141,0.4894261381941155,-0.3103128405209209
PTGR1,-0.1011,0.4894261381941155,-0.3103128405209209
CD22,-0.2721,0.4894261381941155,-0.3103128405209209
CDC14A,-0.0997,0.4894261381941155,-0.3103128405209209
CLCN7,-0.0599,0.4894261381941155,-0.3103128405209209
C1orf54,-0.1104,0.4894261381941155,-0.3103128405209209
LMBRD1,-0.0385,0.4874153102655666,-0.31210083325670673
GPX2,-0.5482,0.4869128072629737,-0.3125488020602119
CEP170B,-0.0546,0.48641157140801794,-0.31299610203533357
CD37,-0.1909,0.48641157140801794,-0.31299610203533357
STK38L,-0.0553,0.48641157140801794,-0.31299610203533357
SNRNP70,-0.0507,0.48641157140801794,-0.31299610203533357
FXYD5,-0.1317,0.485408951065035,-0.31389221942907514
ZBTB44,-0.0514,0.485408951065035,-0.31389221942907514
SERPING1,-0.0864,0.4834070712096926,-0.31568700108416325
MIER1,-0.0597,0.4834070712096926,-0.31568700108416325
PDGFRL,-0.11,0.48240781432273805,-0.31658566585596876
TMEM87B,-0.0753,0.48240781432273805,-0.31658566585596876
EML6,-0.0455,0.48140968120115524,-0.3174851802638072
NAA16,-0.042,0.48140968120115524,-0.3174851802638072
B3GNT2,-0.0348,0.48140968120115524,-0.3174851802638072
PTPRM,-0.1349,0.48140968120115524,-0.3174851802638072
PLA2G4A,-0.0404,0.48140968120115524,-0.3174851802638072
PCDHGB2,-0.1471,0.48041267313958,-0.3183855445622371
KRT6B,-0.5702,0.4797689014177522,-0.31896790638982814
KRT23,-0.3147,0.47941679142541826,-0.31928675900554915
FAM102B,-0.0163,0.47941679142541826,-0.31928675900554915
GREB1,-0.1224,0.47941679142541826,-0.31928675900554915
SNORD13,-0.1973,0.47941679142541826,-0.31928675900554915
KIAA1217,-0.1291,0.47941679142541826,-0.31928675900554915
HNRNPU-AS1,-0.0918,0.4774284121527973,-0.3210917393426441
BMP2K,-0.1241,0.4774284121527973,-0.3210917393426441
GPX1,-0.1339,0.4774284121527973,-0.3210917393426441
PRKAG2,-0.0505,0.4774284121527973,-0.3210917393426441
AP1G2,-0.0541,0.47643591713298417,-0.32199550574367075
PDPN,-0.1403,0.47643591713298417,-0.32199550574367075
ROCK1,-0.0449,0.47643591713298417,-0.32199550574367075
DIP2C,-0.1009,0.4744543226186957,-0.32380559227678823
LOX,-0.2015,0.4744543226186957,-0.32380559227678823
DNPEP,-0.0915,0.47346522561944304,-0.3247119129145209
TMC8,-0.2281,0.47346522561944304,-0.3247119129145209
ARHGEF6,-0.1616,0.47346522561944304,-0.3247119129145209
MAN2B1,-0.0631,0.47247726377686594,-0.325619085469687
PPP1R15A,-0.1292,0.47247726377686594,-0.325619085469687
SDHD,-0.055,0.47247726377686594,-0.325619085469687
CAST,-0.1239,0.47149043832047355,-0.32652711019444147
AHR,-0.1206,0.47149043832047355,-0.32652711019444147
MMP3,-0.2811,0.4709745714633836,-0.32700254036846227
RNH1,-0.0988,0.4705047504725317,-0.3274359873406737
RPL22,-0.0599,0.4705047504725317,-0.3274359873406737
WIPF1,-0.1403,0.4705047504725317,-0.3274359873406737
LMAN2,-0.0451,0.4695202014480625,-0.328345717160007
RPS7,-0.0857,0.4695202014480625,-0.328345717160007
TTC28,-0.0748,0.4685367924548427,-0.32925629990379934
STARD10,-0.0666,0.4675545246934032,-0.33016773582314346
CMPK1,-0.0771,0.4675545246934032,-0.33016773582314346
RASSF5,-0.0875,0.4675545246934032,-0.33016773582314346
ZNF844,-0.1059,0.466573399357028,-0.331080025168867
CAPN9,-0.2023,0.4665550083228378,-0.33109714419471725
ETF1,-0.0786,0.46559341763175366,-0.33199316819153263
ZNF626,-0.3233,0.46559341763175366,-0.33199316819153263
EMILIN2,-0.1498,0.46559341763175366,-0.33199316819153263
TMBIM1,-0.1078,0.46559341763175366,-0.33199316819153263
ZNF721,-0.0116,0.46559341763175366,-0.33199316819153263
PITRM1,-0.0779,0.46559341763175366,-0.33199316819153263
RSPO3,-0.19,0.4655932153343577,-0.33199335688977993
SLC15A1,-0.1516,0.46510380539168794,-0.33245010715833806
STK32A,-0.2291,0.4641250853722192,-0.3333649578806669
RNF19A,-0.0776,0.46363688972241124,-0.3338220162686188
MUC2,-0.3977,0.4626603458741724,-0.33473772182284267
PINK1,-0.0765,0.4616849503086917,-0.335654282053616
DAB2,-0.0659,0.4616849503086917,-0.335654282053616
GRINA,-0.0649,0.4607107041757593,-0.33657169721018043
PTPRQ,-0.2749,0.4607107041757593,-0.33657169721018043
RPLP0,-0.0558,0.4607107041757593,-0.33657169721018043
RWDD1,-0.0757,0.4597376086179139,-0.3374899675415148
ADAM17,-0.03,0.4587656647704442,-0.3384090932963339
ST6GALNAC1,-0.3399,0.4587656647704442,-0.3384090932963339
SPI1,-0.1274,0.4587656647704442,-0.3384090932963339
CDK7,-0.0241,0.4587656647704442,-0.3384090932963339
ITPKC,-0.1396,0.4587656647704442,-0.3384090932963339
GABRP,-0.3156,0.458765461050784,-0.33840928614935395
ARSB,-0.0575,0.4577948737613876,-0.33932907472308993
RAD50,-0.0497,0.4577948737613876,-0.33932907472308993
SLC26A6,-0.0888,0.4577948737613876,-0.33932907472308993
CD36,-0.0768,0.4568252367115304,-0.3402499120699721
PRKCQ,-0.1847,0.4568252367115304,-0.3402499120699721
TSPYL1,-0.0893,0.4568252367115304,-0.3402499120699721
PPARD,-0.0345,0.4558567547344078,-0.3411716055849073
LMNA,-0.0925,0.4558567547344078,-0.3411716055849073
SULF1,-0.1269,0.45488942893630424,-0.34209415551555933
SLC7A2,-0.1227,0.45392326041625297,-0.34301756210933054
PFKFB4,-0.0618,0.45392326041625297,-0.34301756210933054
RHBDF2,-0.1107,0.45392326041625297,-0.34301756210933054
KLC2,-0.0359,0.452958250266037,-0.3439418256133608
ADARB1,-0.0151,0.452958250266037,-0.3439418256133608
JAM2,-0.13,0.45199439957018817,-0.34486694627452896
PPAP2A,-0.1877,0.45199439957018817,-0.34486694627452896
UBE2E2,-0.0684,0.45199439957018817,-0.34486694627452896
F8,-0.1163,0.45007018084347294,-0.34671976005448407
SIPA1L2,-0.1252,0.45007018084347294,-0.34671976005448407
CCNYL1,-0.0081,0.45007018084347294,-0.34671976005448407
COL1A2,-0.1656,0.4491098149454228,-0.34764745366572136
MFAP5,-0.3082,0.4491013320019923,-0.3476556568494267
CCR7,-0.1519,0.4481506127673739,-0.3485760054189972
ZNF292,-0.0535,0.4471925753576137,-0.3495054155598845
HES1,-0.1769,0.4471925753576137,-0.3495054155598845
UBA52,-0.0268,0.4471925753576137,-0.3495054155598845
TEAD1,-0.0511,0.4471925753576137,-0.3495054155598845
SLA,-0.1871,0.446235703757182,-0.3504356843336964
NADSYN1,-0.0793,0.44527999899987325,-0.35136681198548486
PPP2R5B,-0.0513,0.44527999899987325,-0.35136681198548486
MCPH1,-0.0617,0.44527999899987325,-0.35136681198548486
SIPA1,-0.1204,0.4443254621122352,-0.35229879876004316
EIF3F,-0.0649,0.4443254621122352,-0.35229879876004316
MBD6,-0.1156,0.4443254621122352,-0.35229879876004316
CHI3L1,-0.172,0.4443254104732629,-0.35229884923322996
B3GNT5,-0.0594,0.44337209411357226,-0.35323164490190384
HMGCS2,-0.3364,0.44337157727610776,-0.3532321511579192
SPAG7,-0.0574,0.44241989601594434,-0.3541653506553407
BMP4,-0.1407,0.44241989601594434,-0.3541653506553407
SRGN,-0.1203,0.44241989601594434,-0.3541653506553407
TMEM181,-0.0728,0.44241989601594434,-0.3541653506553407
MPHOSPH6,-0.0541,0.4414688688241698,-0.35509991626436765
RNPEPL1,-0.0686,0.4405190135358251,-0.3560353419727401
GOT2,-0.1003,0.4405190135358251,-0.3560353419727401
LPHN3,-0.0972,0.43957033114124733,-0.35697162802395427
FURIN,-0.0471,0.43862282262353436,-0.35790877466124793
ZNF559,-0.0574,0.43862282262353436,-0.35790877466124793
SGSM2,-0.0777,0.43862282262353436,-0.35790877466124793
NSG1,-0.2203,0.43862282262353436,-0.35790877466124793
TP53I3,-0.0852,0.4367313311149107,-0.359785650665733
SETD7,-0.0537,0.4367313311149107,-0.359785650665733
ATF4,-0.0578,0.4357873500540156,-0.360725380518109
SNTB1,-0.0932,0.4357873500540156,-0.360725380518109
CD163,-0.1683,0.4348445467300197,-0.3616659719269342
APOBEC3C,-0.0114,0.4348445467300197,-0.3616659719269342
EPS8L1,-0.1651,0.4348445467300197,-0.3616659719269342
TMEM2,-0.0213,0.4348445467300197,-0.3616659719269342
STX6,-0.0543,0.4348445467300197,-0.3616659719269342
CPA4,-0.1705,0.43390292208985015,-0.36260742513415667
PGM2L1,-0.0805,0.43296247707320434,-0.3635497403814674
PCM1,-0.042,0.43296247707320434,-0.3635497403814674
POTEE,-0.2626,0.43296247707320434,-0.3635497403814674
SCNN1A,-0.313,0.43296247707320434,-0.3635497403814674
CDON,-0.071,0.4320232126125527,-0.3644929179103002
