gene,log2FC,p_value,ranking_metric
NCCRP1,0.9076,0.011399443920409933,1.943116333592279
TBC1D31,0.2122,0.011399481199615001,1.9431149133364585
PSMB10,0.1914,0.011451635514618771,1.9411324832586196
HEATR2,0.174,0.011609371462184697,1.9351912925692736
TOM1L1,0.286,0.01166237686591595,1.9332129286032609
PIP5K1A,0.2071,0.01166237686591595,1.9332129286032609
PEBP1,0.2523,0.0118765517273444,1.9253096353791683
DNAJC9,0.1734,0.0118765517273444,1.9253096353791683
YWHAB,0.2469,0.0118765517273444,1.9253096353791683
MAGEF1,0.1898,0.011930637426503894,1.9233363523549798
MYCL,0.542,0.01198494139455162,1.9213640852919935
CMAS,0.1667,0.012039464372424594,1.9193928341143098
NASP,0.2357,0.01209420710292182,1.9174225987459508
TAC3,1.2083,0.012203177974206853,1.9135270548226302
BARD1,0.2371,0.012204354802305402,1.9134851751329112
LMBRD2,0.208,0.012204354802305402,1.9134851751329112
HIST1H1E,0.229,0.012204354802305402,1.9134851751329112
UHRF1BP1,0.1793,0.012315390472400744,1.9095518138435061
CHEK1,0.3142,0.01242732012281001,1.9056225142671281
ATP5J2,0.1813,0.01242732012281001,1.9056225142671281
F11R,0.3116,0.012540149793094328,1.901697275791925
RRP1B,0.1538,0.012653885552828082,1.8977760978047982
WRAP53,0.2216,0.012768533501652485,1.8938589796913994
SMC1B,0.7756,0.012826160756284474,1.8919033211683696
HIST1H1B,0.3615,0.013059184501802346,1.8840839423124922
REEP6,0.4552,0.013118011931184911,1.8821319784312842
HIST1H2AJ,0.4867,0.013177073582435101,1.8801810289010399
DYNLL2,0.1618,0.013295902674014804,1.8762821725832057
UMPS,0.1724,0.013355671680825786,1.8743342656402966
FKBP4,0.2771,0.01347592254693886,1.8704414937976053
NDUFAF6,0.2623,0.01359712914582556,1.866552777492967
RRM1,0.2254,0.01371929781948944,1.8626681161019312
ACP1,0.1026,0.013780744924580575,1.8607273058035236
CEP192,0.2157,0.013842434940445137,1.8587875089987684
SYT1,0.5361,0.013842434940445137,1.8587875089987684
FBXO5,0.3025,0.01396654691176327,1.854910955556472
HIST1H2AK,0.3018,0.014028970475633862,1.8529741987618584
APOL6,0.2403,0.014154556795202793,1.8491037246324153
GTPBP4,0.1934,0.014217721170813423,1.847170007140031
CPSF3,0.187,0.014217721170813423,1.847170007140031
SHKBP1,0.1233,0.014281134106780731,1.8452373025907012
THOP1,0.2108,0.014408708920725783,1.8413749320052082
SNRPD1,0.2578,0.014472872433979286,1.8394452658108438
DNAJC21,0.1612,0.014472872433979286,1.8394452658108438
ECH1,0.2117,0.014472872433979286,1.8394452658108438
DBI,0.2243,0.014472872433979286,1.8394452658108438
TRIP13,0.4413,0.01460195577566731,1.835588971222771
FAM3B,0.9015,0.01460195577566731,1.835588971222771
MRPS21,0.2306,0.014732053030224486,1.8317367265064801
POLD3,0.1647,0.014929114484328597,1.8259659515499218
IER3IP1,0.1645,0.01519547381327571,1.8182857535450183
PSME1,0.1302,0.015262714003533458,1.8163682336185853
MST4,0.2675,0.015262714003533458,1.8163682336185853
KIAA1958,0.2608,0.015602859312506602,1.8067958074240797
CCT3,0.2045,0.015671683192520554,1.80488435630957
RNMT,0.1628,0.015740774003232746,1.8029739163817589
HMGCS1,0.3182,0.015949656602278654,1.7972486629103062
SNORA38,0.288,0.016231955996167054,1.789629143318706
CCDC58,0.1967,0.016231955996167054,1.789629143318706
DZIP3,0.1922,0.016303213278787827,1.7877267899694462
EHMT2,0.1734,0.016590998332583994,1.7801274803235945
RBM8A,0.1975,0.01666363796572773,1.7782301784416523
VMA21,0.2036,0.01680975544743023,1.774438604740431
LAMTOR2,0.1803,0.017179980160759584,1.7649773420226817
INTS8,0.1738,0.01725487755494498,1.763088118227053
HIST1H4E,0.1692,0.01748129079283462,1.7574265028510156
PIGP,0.189,0.01748129079283462,1.7574265028510156
C21orf59,0.1514,0.01763367619164273,1.7536571384486963
SKA2,0.2119,0.01778722464487077,1.7498918099513026
SERP1,0.1523,0.01778722464487077,1.7498918099513026
MRPS25,0.1706,0.01786443729338452,1.7480106589592646
PTPLB,0.2392,0.017941943441223067,1.7461305166940615
ZNF92,0.1966,0.018019744004386662,1.7442513830723818
CHMP5,0.1638,0.018019744004386662,1.7442513830723818
PSMD2,0.1936,0.018019744004386662,1.7442513830723818
SNRPB,0.1905,0.018254921375316924,1.738620033234086
ANKRD32,0.1845,0.018254921375316924,1.738620033234086
MOCOS,0.3196,0.018413195247704708,1.7348708416949337
GBP4,0.3547,0.018572668932532004,1.731125682723092
DEK,0.2677,0.01865285803025864,1.7292546152400716
SGOL2,0.2875,0.018733349875809022,1.7273845556468965
PVRL4,0.4021,0.018733349875809022,1.7273845556468965
SLC39A7,0.1628,0.018733349875809022,1.7273845556468965
HIST1H4C,0.2492,0.018733349875809022,1.7273845556468965
RAE1,0.166,0.018814145404854956,1.7255155038593923
RAB11A,0.1808,0.018895245555036987,1.7236474597932956
HAUS6,0.2103,0.018976651265964352,1.7217804233642582
SDF2,0.1242,0.019058363479215416,1.7199143944878434
TAP1,0.4069,0.019140383138337616,1.7180493730795288
SMARCD2,0.1575,0.019140383138337616,1.7180493730795288
SUCO,0.1705,0.0192227111888478,1.7161853590547018
NFYB,0.1685,0.019388296255946357,1.7124603528166324
CHMP1B,0.1456,0.019388296255946357,1.7124603528166324
MMAB,0.1574,0.019388296255946357,1.7124603528166324
FAM127B,0.1721,0.019555126284035246,1.708739375094997
MTBP,0.2517,0.019639010543169442,1.706880396715384
ETV3,0.1947,0.019639010543169442,1.706880396715384
PSMB9,0.4419,0.019723208908152705,1.7050224252097523
C11orf31,0.1357,0.019807722338288956,1.703165460492878
COMMD2,0.1379,0.019977698241084738,1.6994545510840555
OTUD7B,0.1961,0.020235049179777895,1.6938957357507833
MMS22L,0.2008,0.02032147325651242,1.6920448099717667
HIST1H4D,0.1912,0.02032147325651242,1.6920448099717667
ZBTB33,0.1665,0.020408219168674226,1.690194890382453
PPP1CC,0.1754,0.02049528789132219,1.688345976896907
NGLY1,0.1752,0.020582680401483776,1.6864980694291065
GPSM2,0.2887,0.020670397678155036,1.6846511678929383
XPR1,0.2413,0.020846810456851675,1.6809603822706052
PRUNE,0.2199,0.020846810456851675,1.6809603822706052
PDAP1,0.1538,0.020846810456851675,1.6809603822706052
PLEKHG4B,0.9487,0.02102453409874089,1.6772736193392215
MARK2,0.1399,0.02102453409874089,1.6772736193392215
RALGPS1,0.2118,0.02111388996178072,1.6754317461664048
SCARNA1,0.2071,0.02111388996178072,1.6754317461664048
CSAG1,0.9646,0.02126861641549104,1.6722607612802354
MSH6,0.1603,0.021293594726057574,1.6717510159732718
TARS,0.2312,0.021474630169545806,1.668074306738095
MYEF2,0.5187,0.02156564938897102,1.6662374597623852
ACP6,0.2466,0.02156564938897102,1.6662374597623852
DNMT1,0.2427,0.021657004273701416,1.6644016177651566
TBC1D10B,0.1612,0.021840725051416494,1.6607329483572932
PGRMC1,0.1683,0.022025800547003854,1.6570682978158937
TFG,0.1154,0.02221223883618028,1.6534076654408936
ACTR6,0.1534,0.02221223883618028,1.6534076654408936
ANXA4,0.2596,0.02221223883618028,1.6534076654408936
TMEM194A,0.1902,0.02221223883618028,1.6534076654408936
SETDB1,0.1902,0.022305971560608435,1.6515788558466262
ATL1,0.2714,0.022400048026048308,1.6497510505307744
RPRD1A,0.1703,0.02249446925078848,1.6479242494054211
ZNF850,0.282,0.02249446925078848,1.6479242494054211
PDIA3P1,0.1716,0.02249446925078848,1.6479242494054211
SNORA27,0.212,0.02268435006111904,1.64427365937408
PSMC3,0.1588,0.02268435006111904,1.64427365937408
SLC35A2,0.1515,0.022875622177078118,1.6406270850474305
XYLB,0.2329,0.022875622177078118,1.6406270850474305
NLK,0.1679,0.022971782541192472,1.6388053035525965
ZNF681,0.2291,0.022971782541192472,1.6388053035525965
TRIT1,0.2237,0.022971782541192472,1.6388053035525965
CENPN,0.2441,0.023068293815454628,1.6369845257188298
DROSHA,0.2145,0.023262373224323545,1.6333459806801665
CYCS,0.1933,0.023359943428764456,1.6315282132978737
GNL2,0.1119,0.023359943428764456,1.6315282132978737
HSP90AA1,0.1898,0.023457868683019842,1.6297114492218534
RAN,0.1886,0.023457868683019842,1.6297114492218534
MRPL3,0.1462,0.023556150026886324,1.627895688363178
ARF1,0.1464,0.02375378515238966,1.6242671759416794
ELF5,0.6871,0.02385282270709038,1.6224602198282378
WDHD1,0.2566,0.02395285716263529,1.6206426753200873
RAD23B,0.1573,0.02395285716263529,1.6206426753200873
ERP29,0.1369,0.02405293461973204,1.6188319292109468
KIAA1731,0.1419,0.02425417769528896,1.6152134449485445
IGSF9,0.5767,0.024355345422547355,1.6134057066160286
SLC5A6,0.1978,0.024355345422547355,1.6134057066160286
TBCB,0.1237,0.024355345422547355,1.6134057066160286
TMEM147,0.1993,0.024456878685228504,1.611598970696312
NUP155,0.2419,0.024558778542585938,1.6097932370995343
GGCX,0.1644,0.024558778542585938,1.6097932370995343
PSME2,0.1759,0.024970065171712328,1.6025803241413192
HIST1H2AC,0.2272,0.025073813959100757,1.6007796008080457
CAMSAP3,0.3585,0.025073813959100757,1.6007796008080457
MCUR1,0.1764,0.025177935737377786,1.5989798792565753
FREM2,0.9249,0.025492549755249904,1.5935867243873314
PDSS1,0.1724,0.025704177107842376,1.5899962950548243
MED12L,0.3392,0.025704177107842376,1.5899962950548243
DENR,0.1657,0.025704177107842376,1.5899962950548243
GUSB,0.1321,0.02581055942790341,1.588202582289975
TUBA1B,0.2314,0.02581055942790341,1.588202582289975
IGF2BP3,0.8953,0.02591715369471245,1.5864126958012845
UBB,0.1675,0.026024466777404952,1.584618160107649
DNASE2,0.1203,0.026239904990966848,1.5810377417801247
DCAF12,0.1368,0.02645688279732099,1.5774613265760347
NAALADL2,0.3747,0.02645688279732099,1.5774613265760347
SPINT1,0.2132,0.026565951783908828,1.5756746199163065
DDOST,0.1347,0.02667540895585906,1.5738889137624805
USP14,0.1546,0.02667540895585906,1.5738889137624805
RCN2,0.1824,0.02667540895585906,1.5738889137624805
RBM17,0.1722,0.02678525541287777,1.5721042080227046
CYB5A,0.3266,0.02678525541287777,1.5721042080227046
IDH1,0.261,0.027565173369829193,1.5596392717019127
GALNT12,0.3079,0.027565173369829193,1.5596392717019127
COPS3,0.1537,0.027905373960335853,1.5543121531214443
CCDC174,0.1661,0.028019575678619915,1.552538445846435
DIRC2,0.1272,0.028364601112857102,1.5472233194746763
ERBB2,0.2698,0.028364601112857102,1.5472233194746763
GTF3C5,0.1905,0.028480420104985093,1.5454536088578212
LMLN,0.1515,0.028830324444082855,1.5401504702208095
C9orf78,0.1529,0.028830324444082855,1.5401504702208095
TIMM50,0.1948,0.029065644815068768,1.536620037871196
MTHFD2,0.2466,0.029065644815068768,1.536620037871196
SNX10,0.2753,0.02918392365667246,1.534856319437521
TOMM5,0.1712,0.029421724358522187,1.5313318775824762
CELSR3,0.446,0.029661190048883488,1.5278114284494053
TMEM14B,0.1683,0.029661190048883488,1.5278114284494053
VHL,0.1337,0.02978155013310722,1.5260527009178273
GEN1,0.2059,0.02990232991019672,1.5242949712836058
H1FX,0.2059,0.02990232991019672,1.5242949712836058
NADK2,0.168,0.03014515315461054,1.5207825053287904
IDI1,0.166,0.03014515315461054,1.5207825053287904
YEATS4,0.4307,0.03014515315461054,1.5207825053287904
C18orf25,0.1294,0.03051256458902145,1.5155212882588707
TM9SF2,0.1639,0.03051256458902145,1.5155212882588707
SNRPF,0.2141,0.03075963678859775,1.5120187970123187
ZNF675,0.1653,0.03075963678859775,1.5120187970123187
ANKEF1,0.1913,0.0308838157519361,1.5102690471435112
EML1,0.2776,0.031008424846619122,1.5085202943172042
TIPRL,0.18,0.031258938107942,1.5050257794100599
GATSL2,0.2154,0.03138484461811296,1.5032800171379535
NIT1,0.1689,0.031511185946685276,1.5015352515258105
STRIP2,0.2835,0.031511185946685276,1.5015352515258105
PEA15,0.2581,0.031637963269981785,1.4997914824777454
DHTKD1,0.1899,0.031892830615125545,1.4963069336898014
TTI1,0.1569,0.031892830615125545,1.4963069336898014
TOP2B,0.2342,0.03202092299869684,1.494566153757646
KRT80,0.4486,0.03202092299869684,1.494566153757646
NUDT19,0.1735,0.032278431105723475,1.4910875823355165
ZNF195,0.1525,0.032407849201750556,1.4893497906526583
HSPBAP1,0.1057,0.032407849201750556,1.4893497906526583
NDC1,0.1807,0.0325377115775043,1.4876129948598462
CCL5,0.5336,0.03266801942377071,1.4858771948603833
SNORA49,0.1567,0.03266801942377071,1.4858771948603833
CLPTM1L,0.2159,0.03279877393313031,1.4841423905574722
ATAD3A,0.1504,0.03279877393313031,1.4841423905574722
CNDP2,0.2068,0.03292997629995528,1.4824085818542128
ATP6V1C1,0.1281,0.03292997629995528,1.4824085818542128
CNOT11,0.1759,0.03292997629995528,1.4824085818542128
MANF,0.1847,0.03306162772040621,1.4806757686536036
ZNF260,0.1724,0.03306162772040621,1.4806757686536036
FDPS,0.1848,0.03306162772040621,1.4806757686536036
MRTO4,0.1251,0.03332628251575284,1.477213128371814
ATP5C1,0.1422,0.03345928829188426,1.4754833010961195
CNOT2,0.1135,0.03345928829188426,1.4754833010961195
ZBTB18,0.2184,0.03359274792410704,1.4737544689340432
HID1,0.4321,0.03372666261747726,1.4720266317880721
MLF1,0.3302,0.03386103357882059,1.4702997895605885
PCNT,0.1544,0.0341311491415566,1.4668490894701016
PALM3,0.7356,0.03447136121619212,1.4625415666933397
CCP110,0.221,0.03453977476747758,1.461680498776683
ELOVL7,0.3513,0.034676908778671224,1.4599596240043984
ZNF664,0.184,0.034676908778671224,1.4599596240043984
EEF1A2,0.6843,0.03495255167674299,1.456521113518376
TOMM40L,0.1641,0.034952572316975745,1.456520857058229
RRP1,0.1905,0.034952572316975745,1.456520857058229
PTTG1,0.2956,0.0350911042875476,1.4548029646873526
CCT2,0.3461,0.03523010469093455,1.453086066253114
A2ML1,0.9292,0.03550951570215048,1.4496552507994243
TDRD5,0.7784,0.03564951053916147,1.4479464285498589
PARP9,0.2362,0.035649928767294906,1.4479413335821483
ME2,0.1342,0.035790815179877804,1.446228409905862
PPIH,0.1669,0.035790815179877804,1.446228409905862
NDUFB4,0.1284,0.035790815179877804,1.446228409905862
GRIN2D,0.4395,0.035790815179877804,1.446228409905862
POLR2J,0.1502,0.0360740129809054,1.4428055427794577
CBWD1,0.1844,0.03635911898943826,1.439386648625565
TM7SF2,0.3509,0.03635911898943826,1.439386648625565
FAR2,0.3637,0.03635911898943826,1.439386648625565
ATIC,0.1655,0.03650239066780022,1.4376786911645243
CDKAL1,0.2118,0.03650239066780022,1.4376786911645243
ACOX3,0.174,0.03664614311697696,1.435971726647858
UBA2,0.167,0.03708029752966917,1.4308567897655364
OXNAD1,0.1392,0.03708029752966917,1.4308567897655364
RAC1,0.1794,0.03708029752966917,1.4308567897655364
PPAT,0.1608,0.03737216049555432,1.4274517947333047
NDUFB3,0.1274,0.03737216049555432,1.4274517947333047
C11orf49,0.1041,0.03751882373548198,1.4257507857833032
TMEM254,0.2319,0.03766597648386438,1.4240507690768285
IRF1,0.2519,0.03766597648386438,1.4240507690768285
CD8A,0.5045,0.03766597648386438,1.4240507690768285
CISD2,0.153,0.03796175552738654,1.420653711992171
ATP5G1,0.1567,0.03796175552738654,1.420653711992171
RAD21,0.1898,0.03825950768550582,1.4172606226736943
ABCD3,0.2682,0.03870985758255417,1.4121784264910326
MRPL42,0.1607,0.03870985758255417,1.4121784264910326
OR7E14P,0.3328,0.03916470383745516,1.4071051532333438
PPIA,0.1528,0.03947044957506836,1.403727926889019
NBN,0.1624,0.03947044957506836,1.403727926889019
DOT1L,0.167,0.03947044957506836,1.403727926889019
LAP3,0.1912,0.039624080733130465,1.4020408001599294
LMNB2,0.1894,0.03977821911844112,1.4003546642570068
RNF138,0.1836,0.03993286600881764,1.3986695190782061
ERI1,0.2426,0.03993286600881764,1.3986695190782061
ALG3,0.1588,0.04008802268367892,1.3969853645213721
BCAP31,0.159,0.04039987051251094,1.393620026864447
CCDC15,0.2294,0.04071377287214287,1.3902586504668284
GBP2,0.0526,0.04087149771643997,1.3885794474837216
GMDS,0.1076,0.04087149771643997,1.3885794474837216
DHX40,0.1695,0.04102974005510736,1.3869012345073766
ZNF726,0.3517,0.04102974005510736,1.3869012345073766
PCSK6,0.3563,0.041188501178644074,1.38522401143488
HYLS1,0.2375,0.041347782379113254,1.3835477781632064
MX1,0.4054,0.041347782379113254,1.3835477781632064
INTS7,0.1133,0.041347782379113254,1.3835477781632064
SGK494,0.1936,0.041347782379113254,1.3835477781632064
ZNF607,0.2626,0.04150758495013698,1.381872534589224
MAD1L1,0.1213,0.041667910186891824,1.3801982806096877
ZNF551,0.1519,0.04182875938610338,1.3785250161212466
CEP70,0.1685,0.042477421795980984,1.371841851007533
SNX27,0.163,0.04264091031224144,1.3701735324204318
FAM83D,0.2785,0.04264091031224144,1.3701735324204318
MAGEA3,1.1221,0.04266107082234971,1.3699682476582506
YES1,0.1041,0.04280493060357036,1.3685062027020007
PDXK,0.1722,0.04280493060357036,1.3685062027020007
CDK4,0.1287,0.04296948397739868,1.3668398617481177
PLCH1,0.6058,0.04296948397739868,1.3668398617481177
PLEKHF1,0.2935,0.04296948397739868,1.3668398617481177
TMCO1,0.1522,0.04296948397739868,1.3668398617481177
PLEKHG6,0.34,0.04313457174266653,1.3651745094545475
GRHL3,0.4443,0.04313457174266653,1.3651745094545475
PLS1,0.3683,0.04313457174266653,1.3651745094545475
UPK2,0.7604,0.043466355690794226,1.361846770430859
PHB,0.1296,0.04363305449903209,1.3601843834917178
TPGS2,0.1687,0.04363305449903209,1.3601843834917178
FN3K,0.1892,0.043800292949454755,1.3585229847948455
USP7,0.1624,0.043800292949454755,1.3585229847948455
KIAA0907,0.1469,0.043800292949454755,1.3585229847948455
B4GALNT4,0.4301,0.043800292949454755,1.3585229847948455
MRPS30,0.1977,0.043800292949454755,1.3585229847948455
GFPT1,0.1866,0.04447466952324682,1.3518872703325937
THAP5,0.1271,0.04464462596015339,1.3502308112730013
TFDP2,0.1199,0.04464462596015339,1.3502308112730013
CEP72,0.2813,0.04481512995973434,1.348575339825269
PIGW,0.1542,0.04498618284717838,1.3469208558839383
NELFCD,0.1358,0.04515778594911884,1.3452673593434379
TANC2,0.1802,0.045502648110211714,1.3419633280420777
AHSA1,0.1203,0.045502648110211714,1.3419633280420777
PPT1,0.1938,0.045502648110211714,1.3419633280420777
DCLRE1A,0.1848,0.0456759098298031,1.3403127930695122
VGLL1,0.4979,0.0456759098298031,1.3403127930695122
ESRP1,0.3375,0.0456759098298031,1.3403127930695122
CMSS1,0.166,0.045849727084757534,1.3386632450743654
RAD54B,0.2311,0.04602410120884669,1.337014683950502
CDK5RAP2,0.1494,0.04619903353725266,1.335367109591675
SSR4,0.2101,0.046374525406562464,1.333720521891523
HDAC1,0.1112,0.047082115073419806,1.3271440355464799
PSMA3,0.1249,0.047260424744811555,1.3255023795403202
SPAG1,0.2366,0.047260424744811555,1.3255023795403202
CMPK2,0.3533,0.047260424744811555,1.3255023795403202
GLO1,0.1736,0.047260424744811555,1.3255023795403202
IQCG,0.1405,0.047618748202645,1.3222220254752248
C5orf51,0.1799,0.047798764682955734,1.320583327201861
PAIP1,0.2175,0.04797935279569807,1.3189456146248104
NETO2,0.3047,0.04797935279569807,1.3189456146248104
ATP2C1,0.1248,0.04797935279569807,1.3189456146248104
PI4KB,0.1431,0.04816051389118154,1.3173088876365746
NEDD4L,0.3094,0.04834224932105487,1.315673146129539
GSTM1,1.1469,0.0485243055141819,1.3140406715710657
P4HB,0.1434,0.04852456043829966,1.3140383899959736
TCTN2,0.1525,0.04852456043829966,1.3140383899959736
SLC25A10,0.2754,0.048707448597224035,1.3124046191280354
MTERF3,0.174,0.04889091515345667,1.310771833417765
CCDC14,0.1599,0.04907496146394025,1.3091400327570886
ECHS1,0.173,0.04907496146394025,1.3091400327570886
GCN1L1,0.0898,0.04925958888692539,1.3075092170378169
USP46,0.1592,0.049444798781964165,1.3058793861516445
FMR1,0.218,0.04963059250990371,1.3042505399901514
PTPLAD1,0.1775,0.04963059250990371,1.3042505399901514
RCN1,0.2247,0.04963059250990371,1.3042505399901514
SNORA37,0.1662,0.04981697143287992,1.3026226784448014
MRPS15,0.1248,0.05019149031889076,1.2993699087678068
ELF3,0.2796,0.05019149031889076,1.2993699087678068
B4GALT6,0.3047,0.05019149031889076,1.2993699087678068
INA,0.7989,0.05037937207380015,1.297747249830822
KIN,0.1118,0.050379633012582505,1.29774500041851
ACOX1,0.2841,0.05056836636261214,1.2961210762500521
ASH2L,0.2057,0.050757691737461766,1.294498136153316
KIAA1324L,0.1687,0.050947610506863084,1.2928761800190687
ARL6IP6,0.1486,0.050947610506863084,1.2928761800190687
TRIM16,0.2131,0.05113812404179057,1.2912552077379602
PPIL1,0.1661,0.05113812404179057,1.2912552077379602
PSIP1,0.3029,0.05132923371445505,1.2896352192005236
SHFM1,0.1736,0.05152094089829683,1.2880162142971756
MRPS18C,0.1543,0.05152094089829683,1.2880162142971756
