filename	gene_list_size	cluster_number	cluster_size	n_genes	n_terms	n_edges	n_libraries	density	libraries
permutation_0686	450	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0686	450	5	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0686	450	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0686	450	7	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0686	450	8	4	3	1	3	1	1.0	C2: CP: KEGG Legacy
permutation_0687	450	1	66	48	18	87	7	1.8125	C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0687	450	2	8	6	2	7	2	1.1666666666666667	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0687	450	3	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0687	450	4	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0687	450	5	5	4	1	4	1	1.0	C5: GO: Cellular Component
permutation_0687	450	6	4	3	1	3	1	1.0	C2: CP: Canonical pathways
permutation_0687	450	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0687	450	8	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0688	450	1	27	23	4	26	3	1.1304347826086956	C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0688	450	2	25	19	6	24	3	1.263157894736842	C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0688	450	3	13	6	7	26	7	4.333333333333333	C2: CP: BioCarta, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0688	450	4	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0688	450	5	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0688	450	6	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0688	450	7	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0688	450	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0688	450	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0689	450	1	59	47	12	64	6	1.3617021276595744	C2: CP: BioCarta, C2: CP: Pathway Interaction Database, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0689	450	2	21	17	4	24	4	1.411764705882353	C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0689	450	3	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0689	450	4	5	3	2	6	2	2.0	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0689	450	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0690	450	1	17	12	5	19	4	1.5833333333333333	C2: CP: KEGG Legacy, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0690	450	2	10	9	1	9	1	1.0	H: Hallmark Gene Sets
permutation_0690	450	3	5	4	1	4	1	1.0	C2: CP: Reactome Pathways
permutation_0690	450	4	5	3	2	6	2	2.0	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0690	450	5	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0690	450	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0690	450	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0690	450	8	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0691	450	1	78	62	16	92	7	1.4838709677419355	C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0691	450	2	24	21	3	23	3	1.0952380952380953	C2: CP: Canonical pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0691	450	3	11	9	2	14	2	1.5555555555555556	C2: CP: Canonical pathways, C5: GO: Biological Process
permutation_0691	450	4	10	9	1	9	1	1.0	C5: GO: Biological Process
permutation_0691	450	5	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0691	450	6	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0691	450	7	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0691	450	8	4	3	1	3	1	1.0	C2: CP: WikiPathways
permutation_0691	450	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0691	450	10	4	3	1	3	1	1.0	C2: CP: WikiPathways
permutation_0692	450	1	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0692	450	2	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0692	450	3	7	5	2	6	2	1.2	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0692	450	4	6	4	2	6	2	1.5	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0692	450	5	5	4	1	4	1	1.0	C2: CP: Reactome Pathways
permutation_0692	450	6	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0692	450	7	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0692	450	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0692	450	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0692	450	10	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0692	450	11	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0693	450	1	94	72	22	112	9	1.5555555555555556	C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0693	450	2	7	5	2	9	2	1.8	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0693	450	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0693	450	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0693	450	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0693	450	6	4	3	1	3	1	1.0	C2: CP: Canonical pathways
permutation_0693	450	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0694	450	1	39	33	6	43	5	1.303030303030303	C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0694	450	2	27	23	4	30	3	1.3043478260869565	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0694	450	3	15	12	3	14	2	1.1666666666666667	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0694	450	4	9	7	2	8	2	1.1428571428571428	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0694	450	5	9	8	1	8	1	1.0	C5: GO: Biological Process
permutation_0694	450	6	5	4	1	4	1	1.0	C5: GO: Cellular Component
permutation_0694	450	7	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0694	450	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0695	450	1	114	87	27	150	10	1.7241379310344827	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0695	450	2	7	5	2	6	2	1.2	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0695	450	3	6	5	1	5	1	1.0	C5: GO: Molecular Function
permutation_0695	450	4	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0695	450	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0696	450	1	186	155	31	225	6	1.4516129032258065	C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0696	450	2	8	6	2	8	2	1.3333333333333333	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0696	450	3	8	6	2	10	2	1.6666666666666667	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0696	450	4	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0696	450	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0697	450	1	56	45	11	68	8	1.511111111111111	C2: CP: Canonical pathways, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, H: Hallmark Gene Sets
permutation_0697	450	2	20	17	3	20	2	1.1764705882352942	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0697	450	3	19	16	3	19	2	1.1875	C2: CP: Canonical pathways, C5: GO: Biological Process
permutation_0697	450	4	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0697	450	5	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0697	450	6	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0697	450	7	5	4	1	4	1	1.0	C2: CP: Reactome Pathways
permutation_0697	450	8	5	4	1	4	1	1.0	C2: CP: Reactome Pathways
permutation_0697	450	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0697	450	10	4	3	1	3	1	1.0	C2: CP: WikiPathways
permutation_0697	450	11	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0698	450	1	99	78	21	114	9	1.4615384615384615	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0698	450	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0699	450	1	103	83	20	120	7	1.4457831325301205	C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0699	450	2	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0699	450	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0699	450	4	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0700	450	1	109	87	22	123	7	1.4137931034482758	C2: CP: Canonical pathways, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0700	450	2	6	5	1	5	1	1.0	C2: CP: Reactome Pathways
permutation_0700	450	3	6	4	2	8	2	2.0	C2: CP: Reactome Pathways, C5: GO: Molecular Function
permutation_0700	450	4	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0700	450	5	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0700	450	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0700	450	7	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0700	450	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0701	450	1	42	36	6	44	4	1.2222222222222223	C2: CP: Canonical pathways, C2: CP: Pathway Interaction Database, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0701	450	2	12	10	2	19	2	1.9	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0701	450	3	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0701	450	4	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0701	450	5	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0701	450	6	4	3	1	3	1	1.0	C2: CP: KEGG Legacy
permutation_0701	450	7	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0701	450	8	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0702	450	1	123	101	22	142	8	1.4059405940594059	C2: CP: BioCarta, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0702	450	2	7	5	2	7	2	1.4	C2: CP: Canonical pathways, C5: GO: Biological Process
permutation_0702	450	3	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0702	450	4	7	5	2	8	2	1.6	C2: CP: KEGG MEDICUS, C5: GO: Biological Process
permutation_0702	450	5	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0702	450	6	4	3	1	3	1	1.0	C2: CP: WikiPathways
permutation_0703	450	1	97	76	21	111	7	1.4605263157894737	C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0703	450	2	10	9	1	9	1	1.0	C5: GO: Biological Process
permutation_0703	450	3	6	5	1	5	1	1.0	C5: GO: Molecular Function
permutation_0703	450	4	5	3	2	6	2	2.0	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0703	450	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0704	450	1	39	33	6	41	4	1.2424242424242424	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0704	450	2	7	5	2	6	2	1.2	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0704	450	3	6	5	1	5	1	1.0	C2: CP: Reactome Pathways
permutation_0704	450	4	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0704	450	5	5	4	1	4	1	1.0	C2: CP: Canonical pathways
permutation_0704	450	6	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0704	450	7	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0704	450	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0704	450	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0705	450	1	116	92	24	133	8	1.4456521739130435	C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0705	450	2	6	5	1	5	1	1.0	C2: CP: Reactome Pathways
permutation_0706	450	1	63	49	14	73	8	1.489795918367347	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0706	450	2	23	18	5	29	4	1.6111111111111112	C2: CP: KEGG Legacy, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0706	450	3	11	9	2	10	2	1.1111111111111112	C5: GO: Biological Process, H: Hallmark Gene Sets
permutation_0706	450	4	6	5	1	5	1	1.0	C5: GO: Molecular Function
permutation_0706	450	5	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0706	450	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0707	450	1	25	20	5	26	4	1.3	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0707	450	2	11	9	2	11	2	1.2222222222222223	C2: CP: WikiPathways, H: Hallmark Gene Sets
permutation_0707	450	3	8	6	2	7	2	1.1666666666666667	C2: CP: Reactome Pathways, C2: CP: WikiPathways
permutation_0707	450	4	7	5	2	6	2	1.2	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0707	450	5	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0707	450	6	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0707	450	7	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0707	450	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0707	450	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0707	450	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0708	450	1	35	24	11	44	7	1.8333333333333333	C2: CP: BioCarta, C2: CP: KEGG Legacy, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0708	450	2	10	8	2	9	2	1.125	C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0708	450	3	6	5	1	5	1	1.0	C5: GO: Molecular Function
permutation_0708	450	4	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0708	450	5	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0708	450	6	5	4	1	4	1	1.0	C2: CP: Reactome Pathways
permutation_0708	450	7	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0708	450	8	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0708	450	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0709	450	1	52	41	11	63	6	1.5365853658536586	C2: CP: BioCarta, C2: CP: KEGG Legacy, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0709	450	2	10	8	2	9	2	1.125	C2: CP: Reactome Pathways, C2: CP: WikiPathways
permutation_0709	450	3	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0709	450	4	6	4	2	7	2	1.75	C2: CP: KEGG Legacy, C2: CP: WikiPathways
permutation_0709	450	5	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0709	450	6	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0709	450	7	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0709	450	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0710	450	1	100	79	21	118	8	1.4936708860759493	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0710	450	2	5	4	1	4	1	1.0	C5: GO: Cellular Component
permutation_0710	450	3	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0710	450	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0710	450	5	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0711	450	1	73	55	18	81	6	1.4727272727272727	C2: CP: KEGG Legacy, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0711	450	2	14	13	1	13	1	1.0	C5: GO: Biological Process
permutation_0711	450	3	11	8	3	21	3	2.625	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0711	450	4	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0711	450	5	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0711	450	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0712	450	1	75	59	16	80	7	1.3559322033898304	C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0712	450	2	6	5	1	5	1	1.0	C5: GO: Molecular Function
permutation_0712	450	3	6	5	1	5	1	1.0	C5: GO: Molecular Function
permutation_0712	450	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0713	450	1	121	96	25	133	8	1.3854166666666667	C2: CP: KEGG Legacy, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0713	450	2	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0714	450	1	108	87	21	122	8	1.4022988505747127	C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0714	450	2	16	12	4	19	4	1.5833333333333333	C2: CP: Pathway Interaction Database, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0714	450	3	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0715	450	1	63	49	14	73	8	1.489795918367347	C2: CP: BioCarta, C2: CP: KEGG Legacy, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0715	450	2	8	6	2	7	2	1.1666666666666667	C2: CP: KEGG Legacy, C2: CP: Reactome Pathways
permutation_0715	450	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0715	450	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0716	450	1	96	76	20	130	7	1.7105263157894737	C2: CP: KEGG Legacy, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0716	450	2	12	11	1	11	1	1.0	C5: GO: Molecular Function
permutation_0716	450	3	7	5	2	6	2	1.2	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0716	450	4	4	3	1	3	1	1.0	C2: CP: WikiPathways
permutation_0717	450	1	53	40	13	61	6	1.525	C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0717	450	2	42	35	7	48	4	1.3714285714285714	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0717	450	3	5	3	2	6	2	2.0	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0717	450	4	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0717	450	5	5	4	1	4	1	1.0	C2: CP: KEGG Legacy
permutation_0717	450	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0718	450	1	22	17	5	22	3	1.2941176470588236	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0718	450	2	19	16	3	18	2	1.125	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0718	450	3	18	15	3	18	3	1.2	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
