filename	gene_list_size	cluster_number	cluster_size	n_genes	n_terms	n_edges	n_libraries	density	libraries
permutation_0989	900	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0990	900	1	214	177	37	226	7	1.2768361581920904	C2: CP: BioCarta, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0990	900	2	11	9	2	10	2	1.1111111111111112	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0990	900	3	7	6	1	6	1	1.0	C5: GO: Molecular Function
permutation_0990	900	4	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0990	900	5	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0990	900	6	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0990	900	7	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0990	900	8	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0990	900	9	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0990	900	10	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0990	900	11	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0990	900	12	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0990	900	13	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0990	900	14	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0991	900	1	265	220	45	307	10	1.3954545454545455	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0991	900	2	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0991	900	3	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0991	900	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0991	900	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0991	900	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0991	900	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0991	900	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0992	900	1	144	123	21	157	7	1.2764227642276422	C2: CP: Canonical pathways, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0992	900	2	11	10	1	10	1	1.0	C5: GO: Molecular Function
permutation_0992	900	3	8	5	3	13	3	2.6	C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0992	900	4	6	5	1	5	1	1.0	C2: CP: Canonical pathways
permutation_0992	900	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0992	900	6	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0992	900	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0993	900	1	164	133	31	182	9	1.368421052631579	C2: CP: BioCarta, C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0993	900	2	12	9	3	14	3	1.5555555555555556	C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C5: GO: Molecular Function
permutation_0993	900	3	8	6	2	7	2	1.1666666666666667	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0993	900	4	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0993	900	5	5	3	2	6	2	2.0	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0993	900	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0993	900	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0993	900	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0993	900	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0993	900	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0993	900	11	4	3	1	3	1	1.0	C2: CP: KEGG MEDICUS
permutation_0994	900	1	150	124	26	173	6	1.3951612903225807	C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0994	900	2	33	29	4	51	3	1.7586206896551724	C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0994	900	3	9	8	1	8	1	1.0	C5: GO: Biological Process
permutation_0994	900	4	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0994	900	5	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0994	900	6	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0994	900	7	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0994	900	8	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0994	900	9	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0994	900	10	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0994	900	11	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0994	900	12	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0994	900	13	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0994	900	14	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0994	900	15	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0994	900	16	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0994	900	17	4	3	1	3	1	1.0	C2: CP: WikiPathways
permutation_0995	900	1	46	38	8	53	5	1.394736842105263	C2: CP: KEGG Legacy, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0995	900	2	22	18	4	28	3	1.5555555555555556	C2: CP: KEGG Legacy, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0995	900	3	15	12	3	14	2	1.1666666666666667	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0995	900	4	9	7	2	8	2	1.1428571428571428	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0995	900	5	9	7	2	9	2	1.2857142857142858	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0995	900	6	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0995	900	7	5	3	2	6	2	2.0	C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0995	900	8	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0995	900	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0995	900	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0995	900	11	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0995	900	12	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0995	900	13	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0995	900	14	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0996	900	1	148	120	28	157	6	1.3083333333333333	C2: CP: KEGG Legacy, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0996	900	2	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0996	900	3	5	3	2	6	2	2.0	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0996	900	4	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0996	900	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0996	900	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0997	900	1	182	156	26	205	5	1.314102564102564	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0997	900	2	19	16	3	24	3	1.5	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0997	900	3	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0997	900	4	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0997	900	5	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0997	900	6	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0997	900	7	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0997	900	8	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0997	900	9	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0997	900	10	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0997	900	11	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0997	900	12	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0997	900	13	4	3	1	3	1	1.0	C2: CP: WikiPathways
permutation_0997	900	14	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0997	900	15	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0997	900	16	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0997	900	17	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0998	900	1	219	180	39	238	7	1.3222222222222222	C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0998	900	2	10	8	2	9	2	1.125	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0998	900	3	10	9	1	9	1	1.0	C5: GO: Biological Process
permutation_0998	900	4	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0998	900	5	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0998	900	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0998	900	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0998	900	8	4	3	1	3	1	1.0	C2: CP: Canonical pathways
permutation_0998	900	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0998	900	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0999	900	1	149	124	25	162	6	1.3064516129032258	C2: CP: BioCarta, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0999	900	2	13	10	3	13	2	1.3	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0999	900	3	12	9	3	11	2	1.2222222222222223	C2: CP: BioCarta, C5: GO: Biological Process
permutation_0999	900	4	9	7	2	8	2	1.1428571428571428	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0999	900	5	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0999	900	6	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0999	900	7	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0999	900	8	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0999	900	9	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0999	900	10	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0999	900	11	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0999	900	12	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0999	900	13	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0999	900	14	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0999	900	15	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0999	900	16	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0999	900	17	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_1000	900	1	217	180	37	234	7	1.3	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_1000	900	2	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_1000	900	3	8	6	2	7	2	1.1666666666666667	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_1000	900	4	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_1000	900	5	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_1000	900	6	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_1000	900	7	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_1000	900	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_1000	900	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_1000	900	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_1000	900	11	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0001	950	1	186	152	34	205	9	1.3486842105263157	C2: CP: BioCarta, C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0001	950	2	8	7	1	7	1	1.0	C5: GO: Molecular Function
permutation_0001	950	3	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0001	950	4	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0001	950	5	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0001	950	6	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0001	950	7	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0001	950	8	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0001	950	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0001	950	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0001	950	11	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0001	950	12	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0002	950	1	272	227	45	317	6	1.39647577092511	C2: CP: Canonical pathways, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0002	950	2	29	28	1	28	1	1.0	C2: CP: Reactome Pathways
permutation_0002	950	3	9	8	1	8	1	1.0	C5: GO: Biological Process
permutation_0002	950	4	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0002	950	5	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0002	950	6	7	5	2	6	2	1.2	C2: CP: Reactome Pathways, C5: GO: Molecular Function
permutation_0002	950	7	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0002	950	8	5	4	1	4	1	1.0	C2: CP: Reactome Pathways
permutation_0002	950	9	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0002	950	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0002	950	11	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0003	950	1	217	181	36	267	9	1.4751381215469612	C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0003	950	2	9	6	3	12	3	2.0	C2: CP: Canonical pathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0003	950	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0004	950	1	243	194	49	282	8	1.4536082474226804	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0004	950	2	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0004	950	3	6	5	1	5	1	1.0	C5: GO: Molecular Function
permutation_0004	950	4	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0004	950	5	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0004	950	6	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0004	950	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0004	950	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0004	950	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0004	950	10	4	3	1	3	1	1.0	C2: CP: WikiPathways
permutation_0004	950	11	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0005	950	1	173	146	27	185	8	1.2671232876712328	C2: CP: BioCarta, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0005	950	2	10	7	3	19	3	2.7142857142857144	C2: CP: KEGG Legacy, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0005	950	3	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0005	950	4	7	5	2	7	2	1.4	C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways
permutation_0005	950	5	7	5	2	6	2	1.2	C2: CP: Reactome Pathways, C5: GO: Molecular Function
permutation_0005	950	6	5	4	1	4	1	1.0	C2: CP: WikiPathways
permutation_0005	950	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0006	950	1	221	185	36	259	9	1.4	C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0006	950	2	9	8	1	8	1	1.0	C5: GO: Biological Process
permutation_0006	950	3	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0006	950	4	7	5	2	6	2	1.2	C2: CP: Canonical pathways, C5: GO: Biological Process
permutation_0006	950	5	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0006	950	6	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0006	950	7	6	4	2	7	2	1.75	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0006	950	8	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0006	950	9	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0006	950	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0006	950	11	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0006	950	12	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0006	950	13	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0006	950	14	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0006	950	15	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0006	950	16	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0007	950	1	62	51	11	68	5	1.3333333333333333	C2: CP: KEGG Legacy, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0007	950	2	20	18	2	19	2	1.0555555555555556	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0007	950	3	13	11	2	12	2	1.0909090909090908	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0007	950	4	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0007	950	5	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0007	950	6	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0007	950	7	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0007	950	8	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0007	950	9	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0007	950	10	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0007	950	11	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0007	950	12	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0007	950	13	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0007	950	14	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0007	950	15	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0007	950	16	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0007	950	17	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0007	950	18	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0008	950	1	216	184	32	240	8	1.3043478260869565	C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0008	950	2	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0008	950	3	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0008	950	4	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0008	950	5	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0008	950	6	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0008	950	7	5	4	1	4	1	1.0	C2: CP: Canonical pathways
permutation_0008	950	8	4	3	1	3	1	1.0	C2: CP: KEGG MEDICUS
permutation_0008	950	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0008	950	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0009	950	1	229	188	41	264	8	1.4042553191489362	C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0009	950	2	12	11	1	11	1	1.0	C5: GO: Biological Process
permutation_0009	950	3	12	9	3	11	2	1.2222222222222223	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0009	950	4	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0009	950	5	5	4	1	4	1	1.0	C2: CP: Reactome Pathways
permutation_0009	950	6	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0009	950	7	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0009	950	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0009	950	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0009	950	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0009	950	11	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0009	950	12	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0009	950	13	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0009	950	14	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0009	950	15	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0010	950	1	95	80	15	105	6	1.3125	C2: CP: Canonical pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0010	950	2	20	16	4	22	3	1.375	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0010	950	3	11	10	1	10	1	1.0	C5: GO: Biological Process
permutation_0010	950	4	10	8	2	13	2	1.625	C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0010	950	5	10	8	2	9	2	1.125	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0010	950	6	9	7	2	8	2	1.1428571428571428	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0010	950	7	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0010	950	8	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0010	950	9	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0010	950	10	5	4	1	4	1	1.0	C5: GO: Cellular Component
permutation_0010	950	11	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0010	950	12	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0010	950	13	5	4	1	4	1	1.0	C5: GO: Cellular Component
permutation_0010	950	14	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0010	950	15	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0010	950	16	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0010	950	17	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0010	950	18	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0010	950	19	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0010	950	20	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0010	950	21	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0010	950	22	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0010	950	23	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0010	950	24	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0011	950	1	45	39	6	45	3	1.1538461538461537	C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0011	950	2	43	37	6	44	3	1.1891891891891893	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0011	950	3	33	32	1	32	1	1.0	C5: GO: Biological Process
permutation_0011	950	4	19	16	3	20	2	1.25	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0011	950	5	12	9	3	11	2	1.2222222222222223	C2: CP: Canonical pathways, C5: GO: Biological Process
permutation_0011	950	6	9	6	3	11	3	1.8333333333333333	C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0011	950	7	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0011	950	8	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0011	950	9	8	6	2	7	2	1.1666666666666667	C2: CP: KEGG MEDICUS, C5: GO: Biological Process
permutation_0011	950	10	8	6	2	9	2	1.5	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0011	950	11	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0011	950	12	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0011	950	13	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0011	950	14	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0011	950	15	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0011	950	16	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0011	950	17	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0011	950	18	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0011	950	19	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0011	950	20	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0011	950	21	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0011	950	22	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0011	950	23	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0011	950	24	4	3	1	3	1	1.0	C2: CP: KEGG Legacy
permutation_0012	950	1	77	69	8	87	6	1.2608695652173914	C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0012	950	2	62	56	6	65	3	1.1607142857142858	C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0012	950	3	25	21	4	24	3	1.1428571428571428	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0012	950	4	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0012	950	5	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0012	950	6	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0013	950	1	235	192	43	301	7	1.5677083333333333	C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0013	950	2	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0013	950	3	7	6	1	6	1	1.0	C5: GO: Molecular Function
permutation_0013	950	4	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0013	950	5	5	4	1	4	1	1.0	C5: GO: Biological Process
